AC,FL,HC,AC_FL,AC_HC,FL_HC,AC_T,FL_T,HC_T
0.04909766210149453,0.8009759520972293,0.14146410944047144,-0.00012918059259370255,-0.00013397204013247492,0.008424056255484862,0.049037026270168864,0.8095037937424663,0.1500909722805081
0.03219719949262143,0.7722073141246554,0.18907736821186244,-7.629887742062031e-5,-8.116137363837685e-5,0.0064767641040493614,0.03216387310585262,0.7787635524385078,0.1957064224865884
0.02330547222494292,0.7486004230281289,0.22270575570195109,-4.911360884062529e-5,-5.410755487371601e-5,0.005347833923893099,0.023286608856079315,0.754012855432315,0.22817451955200435
0.017464697425537815,0.7393993300665689,0.23840915565734708,-3.178159507048402e-5,-3.716110895057765e-5,0.004687678746180144,0.01745534878522557,0.7441415349528051,0.24319577589469224
0.014144591621378377,0.7259102023232886,0.25568501190744625,-2.1852233785857135e-5,-2.7478619458456972e-5,0.004222446078404498,0.014141069819161021,0.7301807055632977,0.259992070259786
0.011886647551783888,0.7153889910593199,0.2687455259654336,-1.4805635029240226e-5,-2.0766663254245732e-5,0.003942114735028763,0.011887596145151513,0.7193745620437397,0.27276155371566774
0.010383901078043016,0.7035687670423069,0.28229939481222577,-9.961357606326788e-6,-1.6156788076527436e-5,0.003711856593236737,0.010388225970864315,0.7073208880922995,0.28607752827313
0.009092601863263338,0.6971498660097413,0.29012964936981334,-5.772865683764467e-6,-1.2339668160879132e-5,0.0035921371627426427,0.00909998906260929,0.7007798170788303,0.29378170101023166
0.008233994420720333,0.6940114457397957,0.29422934821134095,-2.330364868586441e-6,-9.456742496709995e-6,0.0034892782706085167,0.008244218108085361,0.6975370575228782,0.2977737372183459
0.007610897731377291,0.685478057322306,0.3034798759476098,2.285808072688355e-7,-7.177520802950539e-6,0.0033949337577422536,0.00762348945542311,0.6889082013143941,0.30692635620697134
0.007285840391846065,0.6755369071878489,0.31389114597285694,2.1597666716784734e-6,-5.43928425636204e-6,0.003249244162837563,0.007300552535342095,0.6788207822783411,0.3171895807557734
0.007123321997149536,0.6639024464546598,0.32581056884581416,3.937483792755573e-6,-3.815551773463462e-6,0.0031258138193470575,0.007140303323315235,0.667062644776781,0.32898380858146625
0.006886450247611474,0.6578062910627123,0.33226381670623534,5.704753864167007e-6,-2.3344281263719743e-6,0.003004586983135175,0.006905548924478913,0.6608451847819093,0.3353142734491237
0.006801417954363173,0.6538099835014297,0.33650499578745163,7.376817331087115e-6,-1.0771098962488584e-6,0.0028434075116025134,0.006822691297335155,0.6566880482098797,0.33939328859870577
0.006879042041235316,0.6449831130271085,0.34546722844209604,8.576097389484719e-6,2.8859187137503908e-8,0.0026290166893185233,0.006902290284082693,0.6476471960821018,0.3481407823630939
0.006990097642112044,0.6412613924146019,0.3493121922873288,9.981417292338311e-6,1.0408542225404238e-6,0.0023930260463493696,0.007015493902870478,0.6436902591595668,0.3517495768165053
0.0073520699198887955,0.6271888685466622,0.36332076872164204,1.063579144784719e-5,2.0200658887883275e-6,0.002093309431626313,0.007379364832158981,0.6293186237181658,0.3654590445433843
0.007788828649269819,0.6191156841921677,0.3712828856119217,1.1500831191979069e-5,2.8568807321891087e-6,0.0017656246536500515,0.007818188880547016,0.6209187730184523,0.3730942651511133
0.008352816880063334,0.6101718498555154,0.38001011462734174,1.220062707893327e-5,3.644258586549183e-6,0.0014161264167034306,0.008384238541136426,0.611626551982781,0.38147310328570977
0.00908580083178459,0.6017950954372626,0.38802944464637507,1.2635335635647166e-5,4.215728549396783e-6,0.0010384336654944784,0.009119100308070621,0.6028733390184962,0.3891162003533525
0.010220174248240328,0.5892361481528031,0.399824080347005,1.2689459169879163e-5,4.740616875437121e-6,0.0006658731911643912,0.010255507856739008,0.5899432623139568,0.40054046039083585
0.011348384905299564,0.5857421779164116,0.40251847273912017,1.295767544592816e-5,4.8441939389655294e-6,0.00033483748289094863,0.011385523536504561,0.5861200199923198,0.40290579637093915
0.012952305229749715,0.5764974645048562,0.41039801176986773,1.2626321871627091e-5,4.851583079253659e-6,9.351434173085072e-5,0.012991225996539513,0.5766357656392046,0.41054669070523236
0.015161715637455568,0.5619562481583593,0.4228128514250141,1.1336619206064687e-5,4.49214654593386e-6,8.046309088784651e-6,0.015201993773313568,0.5620107481656788,0.4228794735212185
0.017978129849829064,0.5526531628503901,0.4291114411558378,9.868125765656262e-6,3.477465270213414e-6,0.00019344784528812974,0.01801970704719151,0.5528953456491044,0.4293672717432827
0.02188179063837828,0.5374913046639791,0.4397508006144442,6.965767248551986e-6,1.690333632004737e-6,0.0008098981529099055,0.021923995586050973,0.5383521245763694,0.44062779918711287
0.0269402951147472,0.5248019563786894,0.4460509099499161,3.310249761190988e-6,-1.1124150047828195e-6,0.0021381712348142344,0.026982819857454952,0.5269937816763203,0.44826149128785947
0.03374043175752113,0.5117894816953401,0.44990223652470834,-1.8679022542163568e-6,-5.446014209032744e-6,0.004496999606611241,0.033782494306194726,0.5163432800041866,0.45447780155052153
0.042674073440699324,0.4959563084959155,0.4528818456660069,-9.150841133596795e-6,-1.1637006878237143e-5,0.008415395603168676,0.04271451135532522,0.5044318066760429,0.46138279859179604
0.055552655340751454,0.4732863952897721,0.4565975119105798,-2.007369279375092e-5,-2.0837537219440822e-5,0.014490470681840877,0.05558982043086099,0.4878405094770594,0.47118202911611584
0.07220866582227962,0.4465779211454872,0.4576953547653321,-3.446347586332027e-5,-3.321542206635891e-5,0.023445939192722393,0.07224063721403677,0.4700910470858664,0.4812445281005923
