AC,FL,AC_FL,AC_T,FL_T
0.6048794899450376,0.39176925857269007,0.003334795324379039,0.6082398867766415,0.39514529742192
0.5986504517891712,0.39779907158946115,0.0035348055095760006,0.602209772422793,0.4013732272227515
0.6010445895136601,0.3953246953884046,0.0036153677108030067,0.6046838678537396,0.3989784759428797
0.5967789610976156,0.3994942418571577,0.003711976824123487,0.6005141102420609,0.40324335442315185
0.6050588111702252,0.39130179788624553,0.0036244955479602056,0.6087063597748181,0.3949633927417033
0.6148315201024013,0.38164336019466005,0.003510102485388796,0.6183645938765097,0.3851906123750143
0.6288374850528753,0.36785334313330154,0.0032937873380421644,0.6321544391679388,0.3711848635491231
0.6366350574725099,0.36025003187141286,0.003099369936279486,0.639757625228918,0.36338733990883615
0.6473796690948541,0.3497175892925646,0.0028869822409358665,0.6502898984353623,0.35264279758876516
0.6607010957192639,0.33669017436738014,0.0025925371867640623,0.6633171893088619,0.33932170917636784
0.6787753630836932,0.3189600098208632,0.0022477755983605686,0.681047210684406,0.3212479927687168
0.6987268801499161,0.2993440095918004,0.0019115694025328685,0.7006630162193186,0.30129700604225107
0.7111918731126787,0.287187470030765,0.0016026105971680123,0.7128194540004922,0.28883245018700154
0.7250295156857824,0.2736529041736183,0.0012989817217190164,0.7263538911473583,0.27499526578647954
0.7419656558529649,0.25702787079865214,0.0009871082718314723,0.7429787880242787,0.25805979415591307
0.7556798638404516,0.2435871381109688,0.0007129938443122385,0.7564193964797853,0.24434613766208987
0.7760054066839085,0.2235222567732815,0.00045132262379727483,0.7764840933980287,0.2240214593386994
0.79284269700227,0.20689214114580634,0.00024327096655288522,0.7931140360585207,0.20718490955366461
0.809683716111636,0.19020865543409002,8.481415118755383e-5,0.8097973325355031,0.1903446597913374
0.8253023785538053,0.17469057151950135,-1.675815321400969e-5,0.825315248391836,0.17472685705208038
0.8447863580708636,0.15523899801634145,-5.0302993901069546e-5,0.8447665430009311,0.15524376776293491
0.8573716504977672,0.1426091630719318,-6.730262962756241e-6,0.8573962147251325,0.1426593115868565
0.8730018746069115,0.12685028515449215,0.00012080548016076055,0.8731548341710943,0.12702997204773214
0.889736367108668,0.10989951073701756,0.0003357714264228476,0.8901053056649915,0.11029651228833219
0.9041450787825862,0.09516611596982107,0.0006592190762426558,0.9048383960325234,0.09588874841889684
0.9189358817404013,0.07995859312687606,0.0010745259908001717,0.9200455691578389,0.0810990186025985
0.9316349401658377,0.06670407837250142,0.0016286342483000898,0.9332997260784041,0.06840095658714906
0.9435716898506635,0.054085703824771195,0.0023088807977605513,0.945917700430719,0.056465184729186824
0.9545060257885184,0.04233779588520647,0.0031210127369450027,0.9576651715283916,0.04553184464561307
0.9648986282731457,0.03106323763351317,0.004001479919052341,0.968939220651535,0.03514020548335763
0.9735144023828147,0.021474292409537642,0.004973159627460654,0.9785276314215939,0.026525365356278627
