BPD,AC,BPD_AC,BPD_T,AC_T
0.8836673704468209,0.11448093811507043,0.001771309924575876,0.8855353671970322,0.11642900930071733
0.8551063660927264,0.14301665997811341,0.0018068671173794596,0.856999883513621,0.14497992580625824
0.827916679444917,0.17017910831081068,0.0018424141926329403,0.8298374183693905,0.17216124376059888
0.8016023855065891,0.1964633869631228,0.001879286500784051,0.8035530019869145,0.19846850607660407
0.7782120963416733,0.21984020418328676,0.0018982723112645592,0.7801759259035247,0.2218529922696934
0.7589988972750352,0.23902235799964902,0.0019341145717263648,0.7609932508956943,0.24106084519459536
0.7385109748981323,0.2595113801574405,0.001936838894809803,0.7405039517888427,0.26154464552701817
0.7194309980908811,0.27860572792469956,0.0019256961896395672,0.7214093336994503,0.28062110690140163
0.6988990893283333,0.299150443499405,0.0019158630668303265,0.7008644040939281,0.301149813179144
0.6863271501812006,0.31175874273132687,0.0018818249073462954,0.6882556722279298,0.31371898742630394
0.6702836946976117,0.3278707797482292,0.0018152722463515012,0.6721434469821483,0.32976022060931165
0.6526335296751867,0.34559846353565654,0.0017396940760966994,0.6544156298537375,0.3474083089358937
0.637866789687862,0.3604753276781959,0.0016311209834347564,0.6395386409188851,0.36217337559981916
0.6223798091525403,0.3760902301299926,0.0015046537418041141,0.6239236578189005,0.37765882698493153
0.6080706648900718,0.3905505835635835,0.0013546906423189176,0.6094632525289918,0.3919666839147322
0.5924696700644843,0.4063175100134939,0.0011899803192480277,0.5936963211983823,0.40756646694286575
0.5822467239701975,0.4167137304563609,0.0010176602888145325,0.5832999810342785,0.41778835705825307
0.5660987559470559,0.4330496131710551,0.0008308157758175547,0.5669641720320455,0.433935351665333
0.549190417451191,0.4501501944960319,0.0006396156629015331,0.5498637045126413,0.45084278904266883
0.532370709571512,0.4671589926027928,0.0004514974608143715,0.5328550569694083,0.4676617081328455
0.5126491222942898,0.4870532650787477,0.00027991364779425846,0.5129609775412253,0.4873824245915476
0.4926189101283118,0.5072319287867889,0.00013253214284419452,0.4927825464536471,0.5074118414312149
0.4746876549043866,0.5252733782296641,2.335906013690185e-5,0.4747412500564418,0.5253422759682747
0.4514486555668998,0.548572716580153,-3.5780997606543346e-5,0.451442219788715,0.5485804371472577
0.42114702574820984,0.5788685612030052,-2.8466577882240007e-5,0.4211468167297254,0.5788810374362318
0.39755184001076455,0.6023760270873528,6.055020674551482e-5,0.3976396081813794,0.602475247314408
0.3668635086676358,0.6328806079975827,0.00024595681282097,0.36713539837603526,0.6331623631357474
0.33352796909199933,0.6659280074638233,0.0005359444939742117,0.3340883596211356,0.6664964902302899
0.2993297194434709,0.699719433767423,0.0009447077652942754,0.30029728562980856,0.7006932315279087
0.2629344799675604,0.7355969319713681,0.0014645828183596661,0.26442007671215867,0.7370867103614803
0.22737814940445672,0.7705210605741643,0.0020989307412221368,0.22949618686609963,0.7726412204801616
