BPD,AC,FL,BPD_AC,BPD_FL,AC_FL,BPD_T,AC_T,FL_T
0.9998058035288141,3.698607635133455e-5,0.00015579473827190442,-2.7220423136162305e-5,-1.8944668127693206e-5,2.1133058564228158e-6,0.9998045588401163,4.181335759187166e-5,0.00016888286210282904
0.9996055451458283,9.823732845611658e-5,0.00028236558262590376,-2.395461821914289e-5,-1.1788502349833528e-5,3.05859467021419e-6,0.999615791264704,0.00010800954665088916,0.0003042973136691979
0.9992983323028416,0.0002061532297144951,0.000464031070193281,-1.8296552135309738e-5,-2.206432618884382e-6,4.255931730539889e-6,0.9993250070697756,0.00022360130872843003,0.0004975754418520078
0.9988122102878138,0.0003806626244633714,0.0007497386916221723,-9.715291506935294e-6,1.1875973730711694e-5,6.094064841971712e-6,0.9988629459975561,0.00040949914979191446,0.0008001888153339412
0.9981675949505621,0.0006390830900802063,0.0011050695982084912,1.990500749663284e-6,2.7424581949679584e-5,8.145802678355485e-6,0.9982471257388751,0.000682749237778939,0.0011742161250205873
0.997320012855487,0.0009973235286099768,0.0015551336039280816,1.7989151701975892e-5,4.682566309050424e-5,1.0751761585876919e-5,0.9974361960826441,0.0010604838676187014,0.0016472050591103213
0.9961595708055249,0.001522198830426822,0.002145175905327015,3.769001670832534e-5,6.731035477423182e-5,1.4075047554987568e-5,0.99631791912406,0.0016097711333410798,0.002262485297211534
0.9945209571517369,0.00225622898695645,0.0029912210384225187,6.221117765783166e-5,9.417430647556045e-5,1.8958087726841264e-5,0.9947329183307416,0.002374777904793978,0.003141901928185803
0.9922477905455724,0.0033104655413922443,0.004138203479041364,9.303650575176095e-5,0.00012561697129311893,2.596964521545051e-5,0.9925246294804335,0.0034687060041383995,0.004329263685716232
0.98956809766885,0.004621426747882765,0.0054288384890270455,0.00012875075300441353,0.00015792333364865002,3.368409868944286e-5,0.9899152475911941,0.00482474670195955,0.005661650892262114
0.985936669651845,0.006514199415764668,0.007082369452236514,0.00017005555505063697,0.0001882806048324246,4.382555257752955e-5,0.9863586906113933,0.006771263478965669,0.007358095389281109
0.9810510772982121,0.009165813962783731,0.00921645939376796,0.00021958705518695837,0.0002208104981510984,5.789113862787575e-5,0.9815587734325569,0.00948908808588566,0.009541547229143015
0.9743994406347729,0.01267987818917406,0.012235545765483092,0.0002730729080904557,0.0002616345750388194,7.782321808196057e-5,0.9750055108113858,0.013079530023028427,0.012624538827052972
0.9652213052444095,0.01761109177731057,0.016345040969939204,0.00033323473101583046,0.0003054759761832223,0.00010624807868462879,0.9659361336711633,0.018102822911904477,0.01681004644448558
0.9535953410541574,0.024160070175110453,0.021279427140507356,0.0003973830457471113,0.00034348530055365605,0.00014130789858871794,0.9544173904911019,0.024754766038470058,0.021821580556105412
0.9372625127705477,0.0332360898129133,0.028360165890306512,0.00046764359916309913,0.0003905551705899872,0.0001940228066382226,0.9382075080279351,0.03395799912966174,0.029006761037453678
0.9177850945282262,0.04496284770945412,0.03594711864320202,0.0005385288138428999,0.0004183544059569249,0.0002529098821809205,0.9188343800336293,0.04581882535147737,0.03668521770885476
0.8893580346411571,0.06187916907065148,0.04725550633291614,0.0006099095605508632,0.000450479964771721,0.0003444902061588384,0.8905173700409839,0.06290322764999406,0.04812314814357693
0.8508570348965439,0.08506676208546579,0.06234444027861603,0.0006743139675473204,0.0004758163140577031,0.0004715548297476815,0.8521128319155917,0.08628772133881996,0.06337085320496066
0.798953501327983,0.11666287674504312,0.08240642229656024,0.0007238026084417439,0.0004898953243820368,0.0006457748387030908,0.800279277058421,0.11811300400951316,0.08362781661069812
0.7306419878190611,0.16038264486532397,0.10674683263990835,0.0007539510916055405,0.00047637279458770984,0.0008735170899369697,0.7319897169790807,0.16209570323372047,0.10818909406376899
0.6423406940488947,0.21418600308753036,0.14093795582841673,0.0007449096088572038,0.00046368132737547224,0.0011979797599405858,0.6436688896153662,0.21621763311741918,0.14269700615789124
0.5367389378835349,0.2811064819016372,0.1793265874844017,0.0006945596923449473,0.0004155086083065251,0.0015888330275284329,0.5379666823481449,0.2834792151043636,0.18143111921175542
0.4150934119361601,0.361488123395264,0.22034118995219285,0.0005916532640979382,0.0003327658279805237,0.00202865797353238,0.41612805406843634,0.3641948610014854,0.22280239499641968
0.2852763356331181,0.44663711390676997,0.2647479470735154,0.0004449154493572252,0.0002386758380732626,0.0025436783126062583,0.2860548526850219,0.44970382329775926,0.26762418152294387
0.17521067239114096,0.5238805159027089,0.297401270233121,0.00029502040125000756,0.00014673797113664566,0.002973302076377155,0.17572650658738148,0.5272144863240855,0.30060467101562366
0.09089692145494362,0.5829152306536021,0.32251064049902434,0.00016433131085117052,7.679650811233129e-5,0.0033674616226568245,0.09118711680671217,0.5864967219376552,0.32602344969978864
0.04495877966853676,0.6174866327179428,0.333740625989764,8.982958608022142e-5,4.11453032743981e-5,0.0036375642071108847,0.04511536457301275,0.6212481215104525,0.33747255589264386
0.029314629253141287,0.6314922335444135,0.3352588497664101,7.251672136064963e-5,3.742253785126877e-5,0.003799939618858036,0.029429523647992825,0.6353846039928998,0.3391349147679813
0.03513686239072224,0.6361123466214373,0.324739722363813,0.00010573208407222571,5.7920272343886424e-5,0.0038389020824875567,0.035290234551835956,0.6400661805327857,0.3286638949383198
0.05284107191101465,0.6315447810717972,0.3115208697051697,0.00017525644408567477,9.458950985771312e-5,0.0038272875147516367,0.053089108325549035,0.6355481959877687,0.3154609522588623
