BPD,AC,BPD_AC,BPD_T,AC_T
0.6351703404314445,0.36333875746938593,0.0014665470558015347,0.6366739344025344,0.36486610162539945
0.6172085963714156,0.3812459888371192,0.0015223056213741508,0.6187667729599938,0.38282665995743753
0.6005319156735988,0.3978812002067528,0.001564891441757251,0.6021316186408509,0.39950227319268167
0.5854225768911588,0.41296340715120833,0.0015930055104651584,0.5870494565057226,0.4146106684528664
0.573073109534496,0.42530462819030834,0.0016020336848876179,0.5747082689291836,0.42695938392737404
0.5655955348349728,0.4327628378142273,0.0016220668562716965,0.5672499327733024,0.4344361594118461
0.5551758275047222,0.44319766734249016,0.0016075572192247093,0.5568151415219886,0.444855292049086
0.5454086976660276,0.4529895706297925,0.0015833405746575675,0.5470232793527319,0.4546219070886749
0.533770766926384,0.4646537879723684,0.001557703981503864,0.5353591116856612,0.46625923843646894
0.5303904239095698,0.4680634570280398,0.0015286965243820737,0.5319493517410074,0.46963917393645394
0.5225440950503549,0.47596373611113224,0.0014751442298690679,0.524049131070203,0.4774851682079535
0.5125375884415324,0.48602367539296165,0.0014222221759152191,0.5139892586813107,0.48749123593485877
0.5055443086644702,0.4930846523266165,0.0013548573448663264,0.5069283495914404,0.49448425833916104
0.4980214568520752,0.5006807229327873,0.0012819908076318522,0.4993323558305919,0.5020068427549212
0.4914782907206763,0.5073025083086371,0.0012036617160930967,0.49271065327579705,0.5085498106645504
0.4838949620338375,0.514966373803335,0.0011234653204743022,0.48504687957498055,0.5161329003914735
0.48229956889280595,0.5166387376860369,0.0010466119822741217,0.48337449727018467,0.5177281674166991
0.4750617302682419,0.5239630923884029,0.0009604058406541659,0.4760502463390936,0.5249658112246993
0.46784720113906175,0.5312662263138858,0.0008721043241914086,0.468747223940001,0.5321801608043685
0.46162288486153386,0.537581475653439,0.0007814147814689755,0.4624320940863501,0.538404366251996
0.4535453958405636,0.5457464173757606,0.0006943110001317524,0.4542672725979634,0.5464816399740109
0.44661647931279824,0.5527621565781229,0.0006077673841928963,0.4472516640836327,0.5534104222276643
0.4429556541994408,0.5565021807883227,0.0005287563007802997,0.4435116718402713,0.5570711050218319
0.43572888601832854,0.5638108021170646,0.0004471960373366112,0.43620319080186226,0.5642977357506702
0.42338528600953657,0.5762343424009357,0.00036775796121146445,0.42377988627298574,0.5766410853591425
0.41921204633873654,0.5804757996894345,0.0002997472219358318,0.4195384784681747,0.5808141826370087
0.4098891071235474,0.5898640663422771,0.00023483995681726583,0.41015035413006,0.5901368598733119
0.3996983597184864,0.6001125214239121,0.00017760712890113454,0.399902037334024,0.600327286497753
0.38987985280759324,0.6099832095835216,0.0001258817824934462,0.3900314916793966,0.6101454961018872
0.3784803444375176,0.6214263853887092,8.277024854198115e-5,0.37858844392748314,0.6215445924841521
0.36755726125083293,0.6323866891477122,4.608486828068299e-5,0.3676282653452555,0.6324672815451126
