AC,FL,HC,AC_FL,AC_HC,FL_HC,AC_T,FL_T,HC_T
8.166539151954028e-5,1.0191668235236137e-5,0.9999089498098239,-4.7365658627711003e-7,-4.866552919093239e-7,-7.039457478111488e-8,8.142208646641608e-5,1.0156493540640506e-5,0.9999081741496781
0.00034714302068359135,9.791583252199743e-5,0.9995560980755659,-9.906910979415532e-7,-1.016050733857581e-6,-2.1897546713013143e-7,0.0003466350813008816,9.780643077264396e-5,0.9995553051089631
0.0012798443361904577,0.0005738979582663808,0.9981481083442734,-1.9559662994308503e-6,-2.0028514116980275e-6,-5.416063562518627e-7,0.0012788431591687207,0.0005736274037723182,0.9981472819261388
0.004344103827945599,0.0027296311879324207,0.9929295240087157,-3.847482191799998e-6,-3.9316247864182984e-6,-1.2545808776480473e-6,0.004342138676110113,0.0027290045580513887,0.9929286216964335
0.014060519003241715,0.010623440419936653,0.975322240279045,-7.825223972545665e-6,-7.972630622951224e-6,-2.778160191216176e-6,0.014056534062280322,0.01062205271419128,0.9753211898446175
0.044787115984252,0.03812427088062938,0.9171014676749221,-1.6985509677470602e-5,-1.7238185601227607e-5,-6.343813431526773e-6,0.044778499235856174,0.03812110131831848,0.9171001535231648
0.13858324411970754,0.1260423902886991,0.7354028604145445,-3.9141195557428625e-5,-3.953446725723725e-5,-1.4940123189865114e-5,0.13856347806914182,0.12603492141016714,0.7354011739548986
0.3383049302713776,0.32996706565230527,0.33178267778507714,-7.727597182287174e-5,-7.768025416260989e-5,-3.0200261335026934e-5,0.3382660824509005,0.32995195782824216,0.3317809828270352
0.48319557071398034,0.4883019817430452,0.02856801853782717,-9.503440387555176e-5,-9.512623765833273e-5,-3.741486576828797e-5,0.48314798441442364,0.4882832511294332,0.028567240920886684
0.46097175422650255,0.47186812658846633,0.06721609978186174,-8.27699310271432e-5,-8.257091439084526e-5,-3.251054348256734e-5,0.4609304350559106,0.47185183760332844,0.06721615045883395
0.40972825618275543,0.4121313252427358,0.17818672275699463,-6.963783955732615e-5,-6.930080851532368e-5,-2.6931443436180425e-5,0.40969356602098017,0.4121178197635002,0.1781871595044235
0.3766146619765637,0.36484826892993927,0.2585774741413222,-6.163636749952096e-5,-6.123792016134451e-5,-2.32853256824994e-5,0.3765839996718643,0.3648365829224793,0.25857807234576785
0.35373726505688174,0.34068449569699505,0.30561528738574034,-5.6862730858107736e-5,-5.6438116272733396e-5,-2.135644667957144e-5,0.3537090006185965,0.3406737720935063,0.3056159627061625
