BPD,AC,FL,HC,BPD_AC,BPD_FL,BPD_HC,AC_FL,AC_HC,FL_HC,BPD_T,AC_T,FL_T,HC_T
0.000474178151121171,0.5240535172313809,0.45899966749227716,0.015413938667442655,1.333623884700894e-5,2.1412721457377597e-7,0.0008763426905282641,-1.2643028961496009e-6,6.915000770931467e-6,0.00010708242510560693,0.0004897913417169989,0.5250294818110633,0.4600090053863136,0.015525067265170564
0.0006567594058588472,0.5183561351363061,0.46493223073388723,0.01493288386980564,1.658107472140882e-5,9.107096979478646e-7,0.0009306658267731611,-1.3904167102062831e-6,1.2627703145403901e-5,0.00010889898967904192,0.0006765786096518137,0.5193917236468076,0.46599714511134094,0.015051177218841019
0.0008794715085253082,0.5211648778455145,0.46198508509472674,0.014815398987914489,2.0666614375708468e-5,1.7737537858490936e-6,0.0009529434412241279,-1.5213419567200476e-6,1.8341264462890392e-5,0.00011003465739473362,0.0009045317935290149,0.522230550499914,0.463074007023733,0.014941085636531206
0.0011197287427407157,0.5172648674275175,0.46592884844530547,0.014495790757594258,2.5092030852709306e-5,2.959109296479109e-6,0.0009777693670342425,-1.6134621771966188e-6,2.3171160790721363e-5,0.00011202849967231461,0.0011506512045998223,0.5183620607248388,0.4670449539228553,0.014628145774908851
0.0014300369197982553,0.5257375462538358,0.4569536108429643,0.014698671735363156,3.080672227845451e-5,4.198695081709683e-6,0.0009539629300035334,-1.747847169712596e-6,2.836479723815532e-5,0.00011260078143700321,0.0014682586561857263,0.5268214237987291,0.45804821949557684,0.01483785175038785
0.0018160138147164124,0.5356248761149566,0.446393195591305,0.01500035431149737,3.8364522115079646e-5,5.769216879507344e-6,0.0009228135071976305,-1.8779703465603011e-6,3.445368249415769e-5,0.00011331283907344719,0.001863751163982941,0.5366909667699568,0.44745955292074935,0.01514754067468021
0.0022500584855601933,0.5496994224874813,0.43144847058555313,0.015478627501114874,4.658240538299153e-5,7.283646300839355e-6,0.0008639010363515702,-2.015092258650798e-6,4.031631523264526e-5,0.00011304224248652867,0.0023079507933325516,0.550721275726933,0.43245824535468014,0.015632989355925234
0.002717158239335039,0.5572423871850022,0.4230072409178794,0.015945802247791855,5.54251282317919e-5,9.14960634520831e-6,0.0008090652830534666,-2.112819346001251e-6,4.646521001007993e-5,0.00011433951386948866,0.002786164443844635,0.5582243166987376,0.4239658788776298,0.016108570906728747
0.0032213560165135326,0.5678776622466262,0.41160285596103663,0.01624991868417057,6.580764554889802e-5,1.1142379081750661e-5,0.0007503237419656285,-2.184419553540478e-6,5.2714003893846316e-5,0.00011440731205442001,0.0033031341790054737,0.5688174725783433,0.41250549182612767,0.01642023773029719
0.003920628778102919,0.5806677694832799,0.3974430067131623,0.016977429465926293,7.945187379183085e-5,1.3434711267600495e-5,0.0006684272933657557,-2.2944498856738003e-6,5.977874699798658e-5,0.00011459931101693712,0.00401891547595901,0.5815472102886802,0.39826735564056226,0.017156543419587247
0.00467455991383255,0.5983853197521705,0.3783217890415599,0.017698590660936663,9.410356960755175e-5,1.5297679212690217e-5,0.0005734449523229761,-2.4076137454681346e-6,6.631747759350661e-5,0.00011275353948721336,0.004789961071130276,0.5991924270558674,0.3790527428963771,0.017884426788803767
0.005487567837380191,0.617901008443236,0.3571962028513968,0.018559810547199716,0.00011108035481072839,1.7073157470809793e-5,0.00048106936131644165,-2.470972167957046e-6,7.506018665296709e-5,0.00011089425058636175,0.005622334563858516,0.6186428149664688,0.3578363200284086,0.018754800798830882
0.006377462232734928,0.6292364862978036,0.3441472306484636,0.019440131963575268,0.0001285636687145956,1.930892878802928e-5,0.00039508115295118355,-2.5011871946242915e-6,8.295744216674067e-5,0.00011082200139164105,0.006532594007849212,0.6299185490275261,0.3447046025229078,0.01964447790702054
0.007347377191064363,0.6419162098984542,0.32979758002886694,0.020193112565069445,0.00014837189977973835,2.1520707491794927e-5,0.0003116001351433556,-2.503065206350222e-6,9.06967638793304e-5,0.00010976271147388088,0.007525197519225927,0.6425432138967386,0.33027376402554437,0.02040582180427423
0.008502176132554558,0.6574293275858659,0.31216360673436216,0.021211201770880678,0.00017115326569479806,2.3375018055587227e-5,0.0002260537510279611,-2.5066989051543644e-6,9.903129295052073e-5,0.00010778283131669265,0.008705442911693676,0.658003384152381,0.3125556764033968,0.021432393700114242
0.009706843357044664,0.6691942511824065,0.2983502298981739,0.022094305699809594,0.00019558858951989802,2.5558850991038828e-5,0.00015124016827543145,-2.4460064643763246e-6,0.00010720528315462375,0.00010649725984613099,0.009937529587106418,0.6697270771893612,0.29866956129121186,0.022324155437109854
0.011362637831025804,0.6876039183143674,0.27694043155937226,0.023464065150356615,0.0002284718362740672,2.7213372955478104e-5,8.0686321122504e-5,-2.370119823381543e-6,0.00011763619835706725,0.00010328620352808115,0.011628998506467403,0.6881114907332481,0.2771896698326856,0.02370393856338702
0.012896986085791212,0.7021749467866573,0.2597352032952759,0.024577562299800054,0.00025970215056380123,2.86348351350926e-5,2.5111968476577167e-5,-2.230167254665649e-6,0.00012701592387701476,0.00010049111780909768,0.013197010724608119,0.7026689754486576,0.2599290616729825,0.02482638274682138
0.014568713967612532,0.7162853779166098,0.24266635087518654,0.02585982719036005,0.00029385331344813887,2.9834531047344454e-5,-1.6521965901715354e-5,-2.0120095001780706e-6,0.00013768169205992625,9.775016425266514e-5,0.014905200124800405,0.716783990548763,0.242818608309762,0.026119052556185067
0.016459654084697888,0.728669029625953,0.2270499067816052,0.027180124515196732,0.0003307658309027546,3.093749246872815e-5,-4.266069581700207e-5,-1.7593758790132293e-6,0.0001472684525870619,9.490399043019457e-5,0.01683540462223933,0.7291895266187736,0.2271758839645589,0.027448573315094444
0.01845502980668092,0.7454973954156083,0.20689721051630827,0.028465315496037112,0.00037292509690122963,3.091461426115199e-5,-5.067203506744953e-5,-1.4315112596438433e-6,0.00015839223277134437,9.006260702417383e-5,0.018874223307320102,0.7460648223894131,0.20701221485085397,0.02874314444927581
0.02060725409922556,0.7535502057581538,0.19530991366913555,0.029782295763092544,0.00041472812717209247,3.211360250108772e-5,-3.829442280969625e-5,-1.0148149346643366e-6,0.0001677460103611476,8.796075452432962e-5,0.02107085309011636,0.7541823338087915,0.19543768103486636,0.030069636224901095
0.023239471002315156,0.7647980896523414,0.17986213317626124,0.03125080003273398,0.00046851421663574077,3.2767774074054265e-5,-4.944423829415171e-6,-4.287771702031453e-7,0.00017941142211165483,8.437762915442094e-5,0.023759231177164532,0.7655303882592924,0.18002194774239846,0.031549197270289736
0.025878598805324813,0.7773772843867714,0.1627868829165708,0.032990528548795105,0.0005204157398031573,3.1934022735830345e-5,4.961378816415738e-5,2.1035583585758623e-7,0.00019172042742774192,7.984984902573175e-5,0.02645124199038851,0.7782300781830434,0.16299781209312086,0.03330009897381863
0.02815357878225501,0.7875172251471413,0.148756330425822,0.03447048630443597,0.0005662754243303377,3.084667679934669e-5,0.00013037491524525626,8.541999955957375e-7,0.00020271843717324694,7.584138283036331e-5,0.02877257719076587,0.7885089468424139,0.1490444735563368,0.0347899924511469
0.031596572478382774,0.7975865352254187,0.13337954125366558,0.0361568821450439,0.0006335786455313286,2.9882018152302808e-5,0.00023164160984803848,1.7632253557354566e-6,0.00021392122196318815,7.095241912063626e-5,0.032284229958291326,0.7987597336113225,0.13376505031713443,0.03648640470102652
0.034667446200276016,0.8052930630881754,0.12065060438868117,0.03790366950691465,0.0006947766512632739,2.8662809056737662e-5,0.00036448078807740675,2.7818092733023495e-6,0.00022615605966852824,6.698594220205853e-5,0.03541726985661272,0.8066738416939563,0.12116536732266,0.03824485007803478
0.03789632594239744,0.8124584455245624,0.10842247464699811,0.03950350859462128,0.0007594063734937247,2.70935678738654e-5,0.000524877661952069,3.8809689477293715e-6,0.00023729904719440057,6.269714011346543e-5,0.0387114992866459,0.8140766694001338,0.10909337780018759,0.039855014340401465
0.04135242975215583,0.818496391450771,0.09680325755709945,0.041363597550886345,0.0008267244412679479,2.5207391656944792e-5,0.0007123025641447421,5.1951831994004945e-6,0.00024969275972752214,5.8535269818048676e-5,0.04223560683376415,0.8203830558995701,0.09765717252604851,0.04172705190935842
0.044970479516340076,0.8254373684614318,0.08424812220396694,0.04307823789791133,0.0008993369273258227,2.23895122311659e-5,0.0009132010970988161,6.5885129738490295e-6,0.00026137844400493714,5.337400732627307e-5,0.04592614660016855,0.8276106079594318,0.08529675465445864,0.04345226063721887
0.04875765811446859,0.8308235003048354,0.07282585615310057,0.045025743014910184,0.0009737028750257486,1.9411545240512243e-5,0.0011308128902465565,8.220366294236312e-6,0.00027422458835721976,4.853597496995727e-5,0.04978768719583068,0.8333029012680624,0.0740860533007737,0.04541200058863277
