AC,HC,AC_HC,AC_T,HC_T
0.22021795696016935,0.7798317265047775,-5.996073640673541e-5,0.2202433797834808,0.7798671254007252
0.3437032791466312,0.6562683989667089,-5.388188896162629e-6,0.343792785151821,0.6563913081201672
0.46557037527640643,0.5343088712682208,7.22701805339438e-5,0.4657393808808859,0.5345260388858517
0.5731643356305792,0.4266218605422852,0.00015774914692299465,0.57341561801376,0.426928857957477
0.6586166127774958,0.34108301344910213,0.00024204058173561748,0.6589461441682394,0.3414705189524471
0.7244848163899154,0.27513264128205733,0.000325147764804945,0.7248901715759486,0.27559501282508997
0.774864653628609,0.22468164458614837,0.0003985814290840866,0.7753364951993411,0.22520821128342997
0.8120272234285404,0.1874513394455326,0.00046936042821866945,0.8125633522023635,0.188039133966632
0.8427003928861557,0.1567173039313357,0.0005334020544260369,0.843294662262365,0.15736004955362207
0.8640221295295811,0.13533673222913364,0.0005952783519703271,0.8646733084161021,0.13603333344333776
0.8817496252490569,0.11756136044477018,0.0006458250676066719,0.882447170248153,0.11830164665967965
0.8952649348045116,0.10399126568500094,0.0007032428723421976,0.8960160721886018,0.10478250094073203
0.9048531729127914,0.09435091105577703,0.0007575641191457187,0.9056555685476785,0.09519119012751445
0.9131387611803723,0.08601841132811208,0.0008064212330263143,0.913987357321266,0.08690293661478952
0.9191930916896619,0.07991871720091544,0.0008534209765217297,0.9200865201497411,0.0808464306417703
0.9240940318810587,0.07497278130403079,0.0008998722808302937,0.925032022101433,0.075943593155263
0.927045936785961,0.0719718100628637,0.0009501539328800195,0.9280326898449555,0.07299016144164774
0.9295910856996495,0.06938278979427343,0.0009950649676643572,0.9306214567888639,0.07044371224350475
0.9308219342667895,0.06810316669662306,0.0010447225301763318,0.9319009060739787,0.06921179899271804
0.9312509609923896,0.06763156928356431,0.001087949684983067,0.9323723952905058,0.06878200043856128
0.9312738484304647,0.06756597839831213,0.0011312334584510698,0.9324379050092332,0.06875844417144238
0.9299189981673975,0.06887959541639241,0.0011728277061638153,0.9311242891848038,0.07011292719604967
0.9275286001403592,0.07122350200591288,0.0012196017998760231,0.9287804317081241,0.07250308326613604
0.9238137527088199,0.07489335676666108,0.0012647124088694284,0.9251106967199734,0.0762179237694134
0.9193697362527092,0.07929953924779962,0.0013025481255883751,0.9207046774496294,0.08066209313604573
0.913207132471553,0.08542696729639367,0.0013375772822227564,0.9145774981368537,0.08682508318502309
0.9049468689281371,0.09364897821772152,0.0013756155330033012,0.906355824920933,0.0950858882575995
0.8945878609713809,0.10398012357352551,0.0014031351290055743,0.8960251231756869,0.10544567226967543
0.880088953135225,0.11845242792025078,0.0014293040492640257,0.8815534440569275,0.11994562762754558
0.861880046054899,0.13664901901717796,0.0014411512458959027,0.8633576532948216,0.13815579137895062
0.8366573085465353,0.1618674715599507,0.0014450327103161687,0.8381403035363795,0.16338002097349266
