AC,FL,AC_FL,AC_T,FL_T
0.47181494856574524,0.526277191199304,0.001896899585464333,0.47373361155393534,0.52820697937011
0.5668169904076819,0.4322221984538736,0.0009451667511772822,0.5677882514354938,0.4332091016696817
0.6680765178953129,0.33154431269108764,0.0003589922662863267,0.668465053320537,0.3319528983775576
0.7450164249998146,0.25487314682896933,8.723517761505732e-5,0.7451349883399889,0.25501469464674215
0.8119606744435773,0.18804160232213,-2.7942087330587295e-5,0.8119652617286989,0.1880715846801729
0.8603121416666603,0.13971925382498182,-5.851277053327328e-5,0.8602864850101396,0.13972040405879466
0.895947274837807,0.10407957381139563,-5.495041541519535e-5,0.8959252338123682,0.10408529703938138
0.9186456868300011,0.08136363185376914,-3.783865504511231e-5,0.9186404919854488,0.0813866020576383
0.9353642820110496,0.06462219190181939,-1.5062826301654025e-5,0.9353813579640525,0.06466748961237463
0.9476893455073448,0.05227366314995268,8.275219654368538e-6,0.947729450976055,0.052342108979715
0.9572870185947935,0.042653248025101384,3.0906215224667256e-5,0.9573495054746709,0.04274418035703612
0.9643846712771867,0.035531430613929625,5.512586816014546e-5,0.9644710252742479,0.03564617050677151
0.9683482016668422,0.03153917130846845,8.385755077085921e-5,0.9684631182026724,0.03168246658739692
0.971171400226356,0.02868273797562585,0.00011712691777938747,0.9713194288301252,0.028859106384414857
0.9733839320065747,0.026436269414340186,0.00015096762194408573,0.9735658106312068,0.026646580248475757
0.9742991200456215,0.025476535187032898,0.00019546300829644526,0.9745255164253054,0.02573140970380463
0.9754210362300394,0.02431490159881616,0.00023496334615203142,0.9756871222577482,0.024609679338147675
0.975495460429713,0.0241884551620773,0.00028680627215734903,0.9758135913846796,0.024535452129695122
0.9749901304490902,0.024633354393789827,0.00034699667263700525,0.9753687500870533,0.02504107460877048
0.9738282867029447,0.025725484794124977,0.00041635898950768133,0.9742767212447823,0.02620336428891141
0.9728250962768566,0.026659070205150872,0.0004856078409794749,0.9733432295262899,0.027206998269100374
0.96991821906366,0.02946219572711829,0.0005889189072043018,0.9705403050841654,0.030114506750359593
0.9669748115050281,0.03229933881398774,0.000694688072924999,0.9677033689566227,0.033058606190040446
0.9637928120760377,0.03537568062384459,0.0007996789352021581,0.9646272629907666,0.036241498203282714
0.9591289706806972,0.039900939713415684,0.0009376108743650417,0.9601023141233129,0.04090628635898233
0.9541047811787636,0.04478854604985509,0.0010733765266178804,0.9552150556039259,0.045931627761793714
0.947041901677423,0.051671870583821715,0.001252141675473922,0.9483321787683896,0.052995726376274276
0.9382640639344767,0.060242926516127684,0.0014580705443374108,0.9397616646542,0.061774937351819596
0.9270295134674609,0.07123777822105415,0.001696813502388382,0.9287674927924022,0.07301109810112663
0.914758219364247,0.08326768688948422,0.0019371595490785688,0.9167383417479108,0.0852841633684161
0.8992838453057084,0.09846729421324547,0.0022108344725201108,0.9015396773004615,0.1007605420087745
