AC,AC_FL,AC_T,BPD,BPD_AC,BPD_FL,BPD_T,FL,FL_T
0.03438591293548148,-8.003928933933739e-5,0.03446315713330729,0.9230079708833736,-0.00024944497982562605,-0.00010499524595859878,0.9231991316405407,0.042537099902907716,0.04270956774279977
0.04901703509773831,-9.243722892579924e-5,0.049136968326413254,0.9055756026405162,-0.00018785008224701303,-6.602750179827737e-5,0.9058478088122466,0.04526367275523818,0.045462578298645695
0.06602360905904871,-0.000103770833876355,0.0661929763102626,0.8875492997190159,-0.0001208296808805289,-3.908549374027072e-5,0.8878969376799699,0.04621180679243491,0.04642778256673702
0.08461791579739195,-0.00011343235921558289,0.08483941305787983,0.8669282470240895,-5.21911099741901e-5,-6.019949640489062e-6,0.8673591352508868,0.04815917390252548,0.048397774574025915
0.10439865676106175,-0.00012214614057488786,0.10467162783722102,0.8479382816443385,1.3956583478476396e-5,6.0669505163787e-6,0.8484309596734683,0.04730741974386608,0.0475513887745766
0.12344737217148023,-0.00012759079727440358,0.12377282044839666,0.8306230558845862,8.137080602083456e-5,1.9259966127852267e-5,0.8311770108137329,0.04551025564052524,0.045760318761622815
0.14468145675653132,-0.00013488644027137691,0.14504860110359344,0.8113338363218752,0.00013547169774140563,1.864572895358263e-5,0.8119272534416921,0.04352549162374838,0.04377016387718212
0.1661683369085337,-0.00014134861555875947,0.16656756474220497,0.790711972425573,0.000179183806623603,2.4176781526861425e-5,0.791341124127659,0.04262508404328045,0.04286972469908387
0.1893101281447606,-0.00014797824551749837,0.1897326430755901,0.7685398549586437,0.0002141323243401687,2.765852923858146e-5,0.7691941240099491,0.0416308380673718,0.04187327415676054
0.20794691450590455,-0.00015189828092650962,0.20837912627944852,0.7522921363341316,0.00023440562700837697,2.5355645388927092e-5,0.7529511589749085,0.03923490054249345,0.039470303104207266
0.2294305376980896,-0.00015880354573444952,0.2298529026472038,0.7332647726627786,0.00023446084705192033,1.2984637738015798e-5,0.7339018777198053,0.03680095436580571,0.0370203175179221
0.25270428374811205,-0.00016631277607521858,0.2531048505443965,0.7123408967589506,0.00022307916654622353,6.91376525921939e-7,0.712944609460813,0.034485489777468674,0.034688342118337726
0.2732954698252574,-0.00017318401742553804,0.273654719678435,0.6931094832780439,0.00019074751987537228,-6.006874988148193e-6,0.693666296786868,0.033174622409460154,0.0333664253840375
0.29420122902063395,-0.0001806255889572362,0.29450442819009376,0.6735183365140045,0.00014366341887698137,-1.3488605598794337e-5,0.6740134373778983,0.03192439104966692,0.03210426734890857
0.3144943144606613,-0.0001885901178782373,0.31473082590248375,0.6550667379125888,8.551513365464106e-5,-2.603717906572887e-5,0.6554853154101822,0.030162189681480347,0.030325892919572734
0.33554189269018975,-0.0001968555372502624,0.3357041444457686,0.6351798673021025,1.9847006296283575e-5,-3.427201349247891e-5,0.6355188783073066,0.029084758184178074,0.029235945929220703
0.3511341468773404,-0.0002034033522159329,0.3512193248368624,0.6219942019612653,-5.015388603370482e-5,-4.8787994598779914e-5,0.6222443093853053,0.02676863763292017,0.026902911416685348
0.37143308993040514,-0.0002124325018635944,0.37144251661929867,0.6031225999394372,-0.00011821782587887334,-6.05444761951338e-5,0.6032892652517869,0.02542886357727037,0.0255483506625557
0.39189494701423505,-0.00022175863961720709,0.39183861657818037,0.5839759867452974,-0.00017663542784586664,-7.205480427568687e-5,0.5840697368989092,0.024190940291710997,0.024296282011128878
0.4112446513744916,-0.00023116673783175125,0.41114180911570786,0.5657771908345021,-0.00021675977569199405,-8.338438467605276e-5,0.5658177927889643,0.023097787109514937,0.023190026889700805
0.43277397697083125,-0.00024096229067418782,0.43265554859128,0.5457811088410716,-0.00022563862433081216,-9.658220778913433e-5,0.5457974563360084,0.021592921564672525,0.021670789351001262
0.4535277484900825,-0.000250432503871642,0.45343706295275227,0.5255530246008268,-0.00019211600391257872,-0.00010442799641572475,0.5255935667381888,0.021047953466138875,0.02111669308422136
0.4712727036738815,-0.00025789463127256465,0.47127024993730676,0.5088007715440636,-9.961282429193811e-5,-0.00011340817330647863,0.508923622472574,0.019975689370116272,0.020035859670162724
0.4934018314796638,-0.00026743213695118104,0.4935604089672995,0.487719564556554,6.614272780789662e-5,-0.0001247351519370133,0.4879959645646673,0.018777776063578184,0.018827970869569183
0.5214305992707641,-0.00027841886759064565,0.5218373606581512,0.46016106207505697,0.0003202769817649586,-0.00013350108157717477,0.46068041650471786,0.01806916541973954,0.018111296904035387
0.5418985072270155,-0.0002854105490936593,0.5426779922845936,0.4405349543376924,0.0006958176674400272,-0.00014215735697528648,0.4414199067563706,0.01686291167507075,0.016899726974937163
