AC,AC_FL,AC_T,FL,FL_T
0.6048476221051804,0.003391235488400435,0.6082294427041539,0.3918674656132083,0.39514359516966435
0.598620119063879,0.0035888199334384798,0.6021994164488621,0.39789373336475303,0.40137164467218067
0.6010149933218646,0.0036681321111641093,0.604673497843544,0.39541616262382573,0.39897701059557134
0.5967503720052934,0.0037630946692552808,0.6005038057251627,0.39958330360906014,0.40324196709321247
0.6050301731218894,0.0036754672445903987,0.6086959737293053,0.391388813015341,0.394962066449853
0.6148027487954848,0.0035610222778499016,0.6183541147027667,0.38172826402932136,0.38518934686308653
0.6288081167025731,0.003345285002770339,0.6321438268373718,0.367936616986067,0.3711836301119205
0.6366053925498474,0.0031509806435155658,0.6397469521476398,0.3603322109143288,0.36338610657867915
0.6473496283134096,0.0029387800426199985,0.6502791422504677,0.3497982203103555,0.3526415832807734
0.6606702629634996,0.0026450838228909627,0.6633063310908798,0.33676989928357526,0.3393204802752754
0.6787433749872238,0.002301563322363989,0.6810362199242597,0.3190387282250048,0.32124675668388986
0.6986937328597028,0.001966568107329127,0.7006518994511975,0.299421198996931,0.30129578841850296
0.711157774510976,0.0016584873815898005,0.7128082781494922,0.28726419463623554,0.28883119588402834
0.7249944060086859,0.001355780116983409,0.726342659978619,0.2737289283415354,0.2749939861235588
0.7419292039647316,0.0010453050487954896,0.7429674953336776,0.25710321424371246,0.2580584973323582
0.7556422454792991,0.0007722662328273317,0.7564080764378678,0.2436619730106939,0.24434480948228277
0.775966131825387,0.0005124472634923251,0.776472734888437,0.22359602262864703,0.22402014625789088
0.7928019554740429,0.0003059104943115181,0.7931026770059255,0.20696499389168835,0.20718359774121467
0.8096414615796022,0.00014902327328728497,0.8097859963374331,0.19028046840104426,0.1903433575018939
0.8252584884457645,4.920000590392231e-5,0.8253039545956481,0.1747616371895902,0.17472555544459958
0.8447407768817092,1.7543450355876148e-5,0.8447553318153662,0.15530812290927362,0.15524252460948842
0.8573244558984375,6.27466207384698e-5,0.8573850931466032,0.1426776959115227,0.14265805810654048
0.8729530005495463,0.0001920918382056762,0.8731438452888417,0.12691718823083203,0.12702875783839357
0.8896856371092079,0.0004092774329982759,0.8900944884632709,0.10996428681482838,0.11029536428158887
0.90409259307414,0.0007346910561498936,0.9048277820681035,0.09522881811261752,0.09588765194877706
0.9188815160367001,0.0011523436387032675,0.9200352015027308,0.08001867027158997,0.08109799684957716
