AC,AC_FL,AC_T,FL,FL_T
0.5724121544497149,0.0015319417977066347,0.5739366381070424,0.4262214736972525,0.4275741025566109
0.5648436326665446,0.001642908779272516,0.5664792032972104,0.43367224190785186,0.43514331853317495
0.5659408899764824,0.0017067913169810617,0.5676403565485691,0.4325050318610591,0.43404645004562165
0.560086857866355,0.001781073149719811,0.5618606924844637,0.43827985349973747,0.43990097607193046
0.5668590183118054,0.0017768470509292105,0.5686286014099642,0.4315077425292447,0.43312888451876125
0.5750117103309372,0.0017632053463840635,0.5767676212288145,0.423364440540156,0.4249762281132844
0.5873783234133936,0.0017033473590679295,0.5890743353327319,0.41105421330237535,0.41260945725560694
0.5931628218130759,0.0016545036517627914,0.5948100296882415,0.40531577992275347,0.4068249191022201
0.6017849702123828,0.0015996969510389525,0.6033773931547113,0.3967450059567753,0.3982027042213131
0.6129307738089745,0.0015025492141396645,0.6144260852463869,0.3856939027253573,0.38705666287387114
0.62898383432621,0.0013766744330230092,0.6303532890773345,0.3697641786290086,0.3710032242686456
0.6469330477042202,0.0012517918274166534,0.6481776368399373,0.35193657495552294,0.35305363960167624
0.6567336867965713,0.0011359865327126742,0.657862585877055,0.3422499189281409,0.34325271397410995
0.6677173468941807,0.0010177519116292561,0.6687281364090538,0.33138236567505563,0.3322687520995952
0.682030397492386,0.0008826622950022335,0.6829062168170057,0.3172024037833687,0.31795528175397825
0.6924861951623147,0.0007611772430980517,0.6932407062590311,0.3068662785912864,0.3074991416934376
0.710538477539777,0.0006240382497708301,0.7111559718563818,0.2889487982934015,0.2894463449328269
0.7245553194994994,0.0005046980734881765,0.7250536536406232,0.27504915206759234,0.2754290713496908
0.7384555617533194,0.0003940833225214065,0.7388434800114992,0.2612573445659681,0.2615283932618286
0.7509598820081554,0.00029242430949781497,0.7512463673098525,0.24885300058020332,0.24902361205081006
0.768558146642235,0.00020253729845377678,0.7687549368767278,0.23134159805814228,0.23142486983054578
0.7770615386217514,0.0001310725265393811,0.7771871679562098,0.22290847262629332,0.22292105430079057
0.7898456611910345,7.451084125934915e-5,0.7899149993783738,0.2101786698395988,0.21013648703838475
0.8048532453324193,3.5185379581224447e-5,0.8048834938304111,0.19520789394795887,0.1951284137315869
0.8168745073689138,1.608295822079465e-5,0.8168859558193525,0.18320345889181683,0.18310670481165472
0.8307084576711171,1.8145795040122055e-5,0.8307222263312504,0.16936487505494108,0.16927228022381458
