AC,AC_FL,AC_HC,AC_T,FL,FL_HC,FL_T,HC,HC_T
0.07003494881799983,0.004632170911398983,2.284900316046119e-6,0.07481005053691973,0.5913436262734676,0.0021680749614953884,0.5983662745656935,0.33175910172080597,0.33407538323740976
0.0770986602303685,0.003036412068509162,-1.5028829766235073e-5,0.08026727213190435,0.5400695913815229,0.001981519606330851,0.5453124744047035,0.3777902400922592,0.37988141954117477
0.09526603587982271,0.0019261763884756116,-1.953387389363319e-5,0.09733623420502963,0.48583116724633374,0.0017771305513013134,0.4897662697626525,0.41518902438614236,0.41705665444605733
0.11693700335080756,0.0012387011876666093,-1.8774471935112873e-5,0.11833742531832954,0.4475580218916824,0.0016192953440610398,0.45065480277467734,0.4326330327267775,0.4343385245693243
0.14445749695809754,0.0007372903610124624,-1.4672812687888242e-5,0.14538160830275695,0.40186795124974667,0.0014295173111799116,0.40428249996544413,0.4514852484769424,0.4529995609461947
0.173359799829147,0.0004164370032180425,-8.841795996415175e-6,0.17398829289662265,0.3618149028269176,0.0012740152899800882,0.3637604853093891,0.46309928337575645,0.46446063231522233
0.20349093343875357,0.00019663340167872247,-6.50014121639473e-6,0.20392145849475618,0.32392341298423155,0.00111428395673508,0.3254972602009209,0.4712285394814516,0.47243025512600917
0.2302070649682033,5.877691528122042e-5,-7.137576182293196e-6,0.23051386889141526,0.29636499802661387,0.0010040575919517077,0.2976959192067104,0.47231056377510244,0.4734013974985105
0.25886517837808365,-3.277488212277264e-5,-1.2149989066536758e-5,0.25909006740117585,0.2732583921456779,0.0009022107530537818,0.2744015247488416,0.4669452096692603,0.46793249417221605
0.28473428592540495,-9.789622756447334e-5,-2.2304172740789546e-5,0.2848968943544001,0.24954835938657197,0.0008051066597168456,0.25053372192052714,0.46494975269744926,0.4658302227091368
0.31229325122937124,-0.00014399639435682185,-4.00709247626621e-5,0.3124065902259879,0.2269981404049722,0.0007003584096723178,0.22783875049304073,0.4600989228265071,0.46085901362499576
0.33928930767617677,-0.00017496266999801353,-5.9068710617032555e-5,0.33936499901262845,0.20588977128865765,0.000614942274899662,0.20661807498906481,0.4543366979144587,0.4549938665245504
0.36030390293190356,-0.00019420988788138206,-8.292386576273982e-5,0.3603454984255176,0.19232644914101246,0.0005562317817225127,0.19297999149327616,0.4469785113605987,0.4475556989553192
0.38280079011581924,-0.00020850331671868775,-0.00010963967237361868,0.3828108433631068,0.1807854901546119,0.0005003152121304563,0.18137274120533647,0.4361086319085227,0.43660790927179466
0.40462526964805373,-0.00021951343983322825,-0.0001382309246417172,0.4046055233481898,0.1682829780601409,0.00044252265110087454,0.16880551237036803,0.42687422544381737,0.4272906763517833
0.4252480263604406,-0.000226967329374971,-0.00016657421854473904,0.4252008124493489,0.15999626688983215,0.0003992258997041568,0.16047182640103094,0.4146063613679625,0.41495674719840137
0.44566763453986163,-0.00023347805226140656,-0.00019366150634472277,0.4455959060189481,0.14765118650485318,0.00034837505530390625,0.14807285822191746,0.40660780514094796,0.40688254938203483
0.4660303862685025,-0.00023847100407364176,-0.00021791820890125558,0.4659378191669943,0.13942197094203812,0.00030831927561720916,0.13980241527623352,0.3945329297345636,0.39474856045967416
0.4853937124892838,-0.00024214663822873245,-0.00023699788569579098,0.48528581680365557,0.13183781996932176,0.00027374804705493567,0.13218316226937843,0.3828011718660509,0.38296792576197913
0.5043782699818848,-0.0002456793761565002,-0.0002505681669949019,0.5042610869915379,0.1256652976054164,0.00024153746651920725,0.1259787690469259,0.37002770145229164,0.37015453150806243
0.5264790098029856,-0.00024939610845198983,-0.0002570556962335179,0.5263600108083059,0.11758296581019925,0.00020661371836867194,0.11786139158810297,0.3560428368815499,0.3561339855243421
0.5441483100537896,-0.00025131178533509204,-0.000253344025448344,0.5440374719935976,0.11474795320411425,0.0001849639520506513,0.1150064045698697,0.3412169190981016,0.34129773045204526
0.5633462723220173,-0.0002530096196395193,-0.0002396508853252777,0.5632536121238356,0.10981196205588907,0.00016158241592874792,0.11004806471851834,0.32695549320570705,0.3270329121512752
0.5831056366133391,-0.00025520511299060574,-0.00021518671102745932,0.5830420295770501,0.10365871623578608,0.00013662079509667413,0.10387049490375788,0.313341455454644,0.31342396193752775
0.6037458453563789,-0.0002564258414544281,-0.00017854967620965076,0.6037236737786372,0.09962428274123016,0.00011592635369837777,0.0998169270914015,0.2967087085803662,0.29681489725504523
0.6248657066793749,-0.0002579856020837015,-0.00013015130172779407,0.6248966485576909,0.09433557585620021,9.44544307181009e-5,0.09450776171012293,0.28084041063109305,0.2809803634365071
