AC,AC_FL,AC_HC,AC_T,FL,FL_HC,FL_T,HC,HC_T
0.2362010031050095,-0.00016026534692332737,2.545052684615513e-5,0.2365138840377126,0.2302278755631669,-1.4192146132909403e-5,0.23051611273951567,0.5336685469021692,0.5337769547714089
0.24356556987510397,-0.000118483238746621,6.826737633816438e-5,0.24394671667565934,0.24496340763065164,3.69024150823978e-5,0.24532915981655043,0.5114130910203212,0.511634972548239
0.25200819162364335,-8.059971221044911e-5,0.00011231002143692479,0.25245872278852255,0.2526927721257529,8.323429360476193e-5,0.25312860361324824,0.49509913177684634,0.4954227614174281
0.25868764779605874,-3.356924673680361e-5,0.000153499627626635,0.25921249456222334,0.26614145572532416,0.00013441140839647996,0.26666218006426223,0.47481698952162543,0.47524723465674096
0.26719265089523353,1.044194886604885e-6,0.00019585566129429917,0.26778616757485046,0.26842055990203073,0.00017237632246160174,0.2690027848881634,0.4639099663979228,0.4644252821251587
0.2755843080272701,3.819945266408661e-5,0.00024400339487084445,0.2762542199371244,0.2691305988531367,0.00021287469674727616,0.26977853317766937,0.4546767869532011,0.4552830604290176
0.2849419801186432,6.827153373336844e-5,0.00029056715968483554,0.2856829740436506,0.2661000094361674,0.00024292649936210237,0.2667987214290459,0.44823861817559085,0.4489219045605107
0.29105266101441474,0.0001071051766773428,0.0003392970132533597,0.29187199610908177,0.2672057030863247,0.00028359519749769993,0.2679727418302539,0.44089131612354215,0.441664532537874
0.299994924896512,0.00015032580867041355,0.0003906499382004534,0.30090173002121573,0.26804450758922205,0.00032055865487391294,0.26888221205174667,0.43097336189386837,0.43183746607108214
0.30714277256814465,0.00018343456567797544,0.0004444098601345444,0.3081299073812281,0.2644808468367114,0.00035283576173785825,0.2653745304322369,0.42726946932481,0.42821728228017963
0.3174363270833311,0.0002094760143052418,0.000496192110282218,0.3184987695495121,0.25813989315010666,0.0003702928123325616,0.2590707923304469,0.42321892032761627,0.42423477910857393
0.32786836749534504,0.00023742461175878338,0.0005612013239033697,0.3290198468935942,0.24998166009709125,0.000391650303895972,0.2509538826785574,0.42083010817860894,0.42192899353954966
0.33384140978526833,0.0002724313718506296,0.0006199900578708616,0.33508012194404496,0.24717462775545557,0.0004228266216146704,0.24820453878825186,0.4175395441255041,0.41872605702333143
0.34137490959254957,0.00031040146365165074,0.0006792743873863798,0.3427055041453754,0.24470947404318688,0.00045047170685460374,0.24579765760892536,0.4123449870426986,0.4136176668520869
0.3493215370166357,0.0003374229579442856,0.0007410579298475933,0.3507371391114247,0.23887120075884957,0.0004690701183294547,0.23999860284114835,0.41012923175776145,0.411479717945591
0.3561752863883078,0.0003768269817763537,0.00080322087320533,0.3576871185274043,0.23670974899958064,0.0004963749669690641,0.2378969632345394,0.40530733638812527,0.4067463794116244
0.3644219679737416,0.00039262305494316415,0.0008763109051836506,0.3660197479616608,0.22717608349519386,0.0005071262417878653,0.228383750530281,0.40649658509500913,0.4080146095087686
0.37237401719817953,0.00042164760458800784,0.0009459519228774179,0.3740667222974701,0.221838288448237,0.0005239047900425646,0.22308589089670494,0.40376684926307915,0.40536920845742874
0.37920232385840086,0.00044986669957821805,0.0010215814393497314,0.38099444075523226,0.21629882044508553,0.0005430018316840854,0.21758739204536756,0.4023562847305179,0.40405033075967295
0.3856292214561956,0.0004776492141204301,0.0010917209578303864,0.38751535584513674,0.21179174827233763,0.0005599627204543431,0.21311958743990905,0.40032223219128577,0.40210119297697416
0.3952065817747764,0.0004963017779279128,0.0011742684689133006,0.39719160643506407,0.20361066361366986,0.0005645106537213402,0.20495680986344897,0.3988204114949497,0.4006837137243485
0.3994708041653241,0.0005367114649547762,0.0012426883392315329,0.4015594331053253,0.20278914462560557,0.0005916162082061262,0.20419715319576254,0.3952423544576734,0.3972001717871578
0.40520846883249184,0.000565351421007374,0.0013254718497670989,0.4074041983974465,0.19820990067599845,0.0006096699592486742,0.19965901840898947,0.39395594825734576,0.39601194509008125
0.4114413839674906,0.0005792820363561676,0.0014123009632872783,0.4137347078964577,0.19109593125457813,0.0006172625871427431,0.19256165637896747,0.3947307373261204,0.39687747839208665
0.4174781492248483,0.0006089085768403739,0.001493739452771064,0.4198788371998683,0.18735711016294063,0.0006322902028504469,0.18886276669752927,0.3923073141264233,0.39454890614137134
0.4240067054391166,0.0006233055934770772,0.001579084310908212,0.42650449082402403,0.1811557838680203,0.0006367212242987051,0.18267612234685962,0.3918771209017061,0.39420585603971975
