AC,AC_FL,AC_HC,AC_T,BPD,BPD_AC,BPD_FL,BPD_HC,BPD_T,FL,FL_HC,FL_T,HC,HC_T
0.2915263704725444,-0.0008887221572851116,-0.0007556322090233648,0.2914939502670901,0.22591033429450705,-1.3043811535263898e-5,-6.356262120033957e-5,6.545174354470396e-8,0.22622715945425945,0.1728272559225617,0.0001861075738273666,0.1731934351211954,0.3097508433602595,0.30992215046564087
0.3021278252432517,-0.0008268741066443244,-0.0006976747354018598,0.30217365125751655,0.2145548172712886,1.0949352461454657e-5,-4.157391776561683e-5,1.2532759052916028e-5,0.2149030270882316,0.1848449022509802,0.00020155988843101108,0.18526432286404337,0.29835501604760983,0.29858577452135326
0.3134208818820722,-0.0007728449039272957,-0.0006443241081210848,0.3135434540003707,0.20551659887904072,3.40938924299769e-5,-2.404940376579459e-5,2.415549711638224e-5,0.2058950213695772,0.19120316597419343,0.00021324398846150962,0.1916685437155946,0.2896204825076585,0.28990712526545226
0.32257982130986357,-0.0007090766290656446,-0.000590578607754751,0.3227847916445609,0.19659733260019951,5.6298282516087146e-5,-3.958514459994317e-6,3.3590399312083143e-5,0.1970066085644338,0.20193909824575695,0.00022886503814867115,0.20246407059001528,0.2785127902325179,0.27885503565041364
0.33297978381685767,-0.0006632648394647474,-0.0005448042133699963,0.33325796180156925,0.19101605875658198,7.757690685329259e-5,8.768815725470642e-6,4.308248182571688e-5,0.1914539849486358,0.20356104036974854,0.00023690647973073154,0.2041255724047094,0.27196487491466736,0.2723557798683918
0.3421048866480536,-0.000612192113513448,-0.0004925219704337906,0.34246657233890515,0.18843418689540092,0.00010283118763871524,2.26081923814706e-5,5.537344110373402e-5,0.18891090783351241,0.20332492896789164,0.0002447961495922923,0.20393177109752253,0.2655349983486275,0.26598066217412986
0.35296784928134345,-0.0005745750071577393,-0.00044904918911125804,0.3534025185526198,0.18448061308925248,0.00012477001704934044,3.129578038873192e-5,6.454073614531224e-5,0.18498605385921935,0.20062019624376995,0.00024924131317739253,0.201257683116099,0.261231879547115,0.2617240027088866
0.36082209373721685,-0.0005250688594518041,-0.00039888946572783746,0.36133814968544814,0.1795689998986511,0.00014576260530764588,4.2996040829937365e-5,7.410518328061776e-5,0.18010475151211228,0.2016274147048013,0.0002593842312415946,0.20230962534240624,0.2571668672462734,0.2577115380104772
0.3714252813050756,-0.0004748692423985138,-0.0003503435682884017,0.37202964601796407,0.1745596065957217,0.00016938288970415647,5.4251506845522305e-5,8.193075060975511e-5,0.17512648168887046,0.20201229893690298,0.00026761268224698175,0.20274119395774298,0.2510692387628829,0.2516654918989601
0.3786339307827902,-0.00043258452753895476,-0.0003005045686845576,0.3793226965579614,0.17399095160431097,0.00019547553560086397,6.406313068475181e-5,9.398851881790865e-5,0.17459856470580382,0.19847673308443053,0.00027324795665168805,0.19924078235488266,0.24784923204758463,0.24849856182635988
0.3896108116794424,-0.0004037375168421475,-0.00026001363428164995,0.39037358793690036,0.17193723548589443,0.00021946692245357897,6.862253243164301e-5,0.00010179477914918238,0.17257447868242745,0.19287810024819144,0.00027329690723123954,0.19366299634853543,0.24443528949786572,0.24512708857519108
0.4013106703694174,-0.00037145776965992374,-0.0002090387373715214,0.40215950244656445,0.1687703933881069,0.000245513142695491,7.252968301327849e-5,0.00011117425178839599,0.16943912156947902,0.18627766029291895,0.00027445725330939915,0.1870847223097356,0.24240003335385257,0.24314460546826241
0.4084133771838212,-0.0003300791793711451,-0.00015817954576485696,0.4093483268060853,0.1657412772157519,0.00026826768317512616,7.99227138374021e-5,0.000120373257403705,0.16644197934756713,0.18410040824899684,0.0002815744610729621,0.18494405062482236,0.24039219435356013,0.24119054403105372
0.4168464805148269,-0.0002882291716182249,-0.00010926988107930297,0.41787097473487533,0.16279180145353322,0.0002928593532213145,8.713166037175752e-5,0.00012813528284969254,0.16352505745473592,0.18193062666135007,0.0002872307762754465,0.1828117562995495,0.23696591102317666,0.23781564138073
0.425368218633211,-0.0002577875518700856,-6.177923318096265e-5,0.42647477018583524,0.16091617453761872,0.0003177532821712481,9.10887515003911e-5,0.00013665897093163753,0.16168139120730404,0.17710381066400227,0.0002890732124938555,0.1780075288461309,0.23504825068714166,0.23594719099220757
0.4329783433885679,-0.00021534167868181845,-1.1733965249833463e-5,0.43417776589025076,0.15823220892838039,0.0003429128252728064,9.808132561671867e-5,0.00014425430913611283,0.1590309843985314,0.17521076657611442,0.0002951142345246429,0.17615341162214068,0.2318995996356204,0.2328512727216871
0.4405167661068115,-0.00019488692501520903,4.081194649391925e-5,0.44180195060723765,0.15920583541962155,0.00037557117036308876,0.00010053537433356093,0.0001573819791064621,0.16004985134131894,0.1672136098451213,0.00029299068356968157,0.16816411954414423,0.2312829826806804,0.23228959197099627
0.44893046776951606,-0.00016365702822747596,9.198323236289484e-5,0.45030577700833946,0.15720262479830902,0.00040305512123678134,0.00010405172922145344,0.00016553803548706566,0.15808086836487498,0.162854666372149,0.0002946656128823009,0.16382858944315534,0.22912611988118317,0.23018529595935835
0.4564161689931262,-0.00013208961841307187,0.0001480206996627065,0.4578852788514695,0.15509261472794195,0.0004303738866541229,0.00010736158829836054,0.00017476173353505003,0.15600587710131286,0.15853333546666454,0.0002975534463866452,0.15953110573723003,0.22796116315036458,0.22907860348783282
0.4631494748111374,-0.00010201626779070443,0.00019920682697577375,0.464707744280408,0.15352339329213105,0.0004573655750808431,0.00011094174778758173,0.00018319362254613693,0.15447158081390341,0.1548988266949571,0.00030004429107293975,0.1559201280582285,0.22632638336938052,0.2274971620220722
0.4728656794315007,-8.173911113794654e-5,0.00025469322481646276,0.4745155845630391,0.15194002186964486,0.0004887460312852534,0.00011073961562812596,0.00019156091182715465,0.15292380689965965,0.14835780396275913,0.00029674536377680784,0.1493858881016974,0.2246362552850413,0.22586144345212558
0.4775626892835481,-4.003982681496737e-5,0.0003067740205226163,0.4793108893696789,0.15003713199597182,0.0005149850583349522,0.00011752658041987198,0.00019933280171087142,0.15105756280169275,0.14763885193380735,0.00030422961290978834,0.14870832291840563,0.222439400770069,0.22372118040783384
0.4826426969210796,-8.869912490476077e-6,0.00036520758722027305,0.4844960138096581,0.15022062539236028,0.0005516451375213248,0.00012272089298328678,0.000211883293677705,0.15129269932856992,0.14377849608368273,0.0003069484574702385,0.14487298915853877,0.22090869770683613,0.22225390028315067
0.48909642473760917,8.659732025238231e-6,0.0004243544777350949,0.49104023162105914,0.14909548482616816,0.0005814462645922592,0.00012261294157232117,0.00022218443542183715,0.1502045850928219,0.13834578701971584,0.00030605255553170854,0.13944641809729397,0.22091202280543795,0.22231794208707276
0.49642083524082214,3.9030342511740166e-5,0.00048170220019616155,0.4984585693683677,0.14561465374427485,0.0006035007152988018,0.00012367308067483542,0.00022680824935160601,0.14674706944478327,0.1356828227039077,0.00030907314738969635,0.13680752012964806,0.2196281939586225,0.22109151790624648
0.5017423997439887,5.5656657857625055e-5,0.0005369919878033814,0.5038760964073924,0.14660391475588772,0.000643227795648727,0.00012571412597321664,0.0002394998408935713,0.1477892682899738,0.1305583778397382,0.0003066565441997581,0.13168900266456382,0.21833153184549361,0.21985315343644493
