AC,AC_T,BPD,BPD_AC,BPD_T
0.28372091406610933,0.28502172909541296,0.7149618412327794,0.0014691136295177268,0.7164210645837963
0.30247550127501793,0.30389398313581345,0.696090267069049,0.001586020700783231,0.6976666970262533
0.3204657532127972,0.32199329124752496,0.6779915862038198,0.0016942859356451334,0.6796765558616208
0.33770292820330733,0.3393279262312634,0.6606575245870332,0.0017909953291995637,0.6624394604722229
0.35272305382712615,0.3544258650044813,0.6455600710461293,0.0018680281719088937,0.6474192669451599
0.36361801217099604,0.3654114633100206,0.6345749809828843,0.001955905826820027,0.6365222240668569
0.377674234870481,0.37951876755426567,0.6204680674776673,0.0020066160517364416,0.6224662389007282
0.39138332791206476,0.39326518138178085,0.6067220059217553,0.0020437345108356296,0.6087575158850752
0.40748654022945124,0.4094022525110855,0.5905853151246984,0.002077689977260776,0.5926550351956854
0.4156685023313224,0.41760950604378655,0.5823783496410071,0.0021013183743419737,0.5844718590911869
0.4286013032277925,0.4305317178849543,0.5694563709307615,0.0020911944214962153,0.5715399991297043
0.4438983058144243,0.44581441638513863,0.5541739388913309,0.0020775729160686625,0.5562442241198888
0.4565339090127187,0.4584089007372903,0.5415796220376782,0.0020372931457142756,0.5436098918428611
0.47027849189594767,0.47209815468488003,0.5278905255363076,0.001983086345407917,0.5298668819524202
0.48291981432467873,0.48466949854668023,0.5153192887683399,0.001914369045151288,0.5172272193264594
0.49677948770754277,0.4984499527603797,0.5015389437280552,0.0018366098287913,0.5033694326663523
0.5051400527137304,0.5067297958349757,0.49325914438806523,0.0017561849518149505,0.4950094696877561
0.519147231638851,0.5206338024087593,0.4793551915735755,0.0016548773590502072,0.4810045547866961
0.5333085989491897,0.5346816636617785,0.46530735901909975,0.0015434284524673502,0.4668456327069936
0.5466697597923187,0.5479183625064973,0.4520706386771035,0.0014212525581017532,0.45348709849432306
0.562049102042354,0.5631717252089169,0.43681728588042823,0.0012976027882360191,0.4381104883163542
0.5759030992619493,0.5768962625377551,0.42309270455817843,0.001170625930607777,0.4242593084466592
0.5869236096360606,0.5877950166030335,0.4121938934712449,0.0010503238468764014,0.41324055361719897
0.6012589009471053,0.6019976636035643,0.3979911708261739,0.0009204264071029009,0.3989083302849738
0.6202581768374449,0.6208616336688415,0.37912716404249736,0.000788844273623387,0.3799131799959732
0.631345953916694,0.63183402551628,0.36815467091403814,0.0006751885994400852,0.36882739965247374
