AC,AC_FL,AC_T,FL,FL_T
0.47177527001242886,0.0019507582175984095,0.47372587195757737,0.5263957016692451,0.528199262313463
0.566773033647182,0.0010080018715214142,0.5677790400009677,0.4323394440176808,0.4332033373370603
0.6680292574450383,0.0004288149568902608,0.6684546350382563,0.33165142066979714,0.3319489925084319
0.7449677693494015,0.00016061592878549818,0.7451239750019163,0.2549674601257193,0.2550120667846871
0.8119112233122494,4.8085291972927184e-5,0.811954047584527,0.1881221928968819,0.18806991958314684
0.8602628487421571,1.838692467263914e-5,0.860275369711604,0.13978734930295064,0.13971934623398352
0.8958983740440656,2.2335764719446525e-5,0.8959143611077844,0.10413715620699392,0.10408462311508455
0.9185974601573919,3.909222829085425e-5,0.9186298623143211,0.08141335267506412,0.08138614460536159
0.935316962108214,6.09660272615277e-5,0.9353709768544498,0.06466523281068626,0.06466717564380736
0.9476426176918312,8.386655892535832e-5,0.9477192787480406,0.052311572294104124,0.05234188695350809
0.9572407607047778,0.00010619786526359932,0.9573395182759836,0.04268687340162609,0.04274402165563613
0.9643389787930939,0.00012985089142596314,0.9644611885638886,0.035561468516541093,0.035646055193595365
0.9683027971733706,0.0001583939028523721,0.9684533286943428,0.03156707959482846,0.031682374302914394
0.9711262486896339,0.00019148583235772842,0.9713096478175749,0.028708995959041746,0.028859030175328135
0.9733387971947088,0.0002255334997013655,0.9735560070889823,0.02646130105330619,0.02664651501803807
0.9742539743123612,0.00027023598259270877,0.9745156305920327,0.025500962399555738,0.02573134990240635
0.9753756424219986,0.00031033723346814715,0.9756771525093363,0.02433878742849175,0.024609623471179842
0.9754497972355273,0.00036277903668706813,0.9758034839161807,0.024212336920279173,0.024535395997968425
0.9749440653663045,0.0004237716557882327,0.9753584659690018,0.024657628857610418,0.02504101477720351
0.9737816169147878,0.0004942697757444956,0.9742662191809908,0.025750648059610564,0.02620329645479275
0.9727778076477878,0.0005646343898542547,0.9733325071458886,0.026685074231575494,0.027206920959428695
0.9698700943914046,0.0006694418421945771,0.9705292744174528,0.029490188821229293,0.03011440963710519
0.9669257624802998,0.0007768183946383422,0.9676920245893414,0.03232943970297228,0.03305848447197083
0.9637425719405407,0.0008838439446018558,0.9646155878333627,0.03540827845434773,0.03624134429844152
0.9590774976996179,0.001023860141686124,0.9600902595578722,0.03993685790003753,0.040906085402331795
0.9540518117411186,0.0011621251808707626,0.9552026122287519,0.044828288892760325,0.04593136647475735
