AC,AC_T,BPD,BPD_AC,BPD_T
0.977213431389331,0.9777782821766844,0.02221543286185144,-9.610361425481279e-6,0.02221062768113865
0.9711004281691193,0.9715749834771211,0.02841846598626812,-9.768656883180615e-6,0.028413581657826533
0.9649778126380097,0.965373005361592,0.03462008868036646,-9.66956677465082e-6,0.03461525389697911
0.9586930130158094,0.9590180032497317,0.04097468334484867,-9.421209469518957e-6,0.04096997274011394
0.9522190574996658,0.9524824974381324,0.047509755850701656,-9.085395775558582e-6,0.04750521315281392
0.944941348327304,0.945148739016171,0.05484305159594002,-8.696529942396954e-6,0.05483870333096881
0.9384091951817979,0.9385668746840045,0.061424438624926816,-8.197972556922103e-6,0.06142033963864846
0.9320642596580839,0.932177046525671,0.06781378273660313,-7.645250398502765e-6,0.06780996011140387
0.9264357109844195,0.9265072181560945,0.0734831226218673,-7.0204793219613026e-6,0.07347961238220635
0.9189217536081292,0.9189563288230288,0.08103352265854988,-6.468937202160544e-6,0.08103028818994876
0.912913805528459,0.9129147413041614,0.08707463554731641,-5.85247135397769e-6,0.08707170931163945
0.9079904917953938,0.9079608546696678,0.09202807016974086,-5.213030189355412e-6,0.0920254636546463
0.9024831877048693,0.9024257971330526,0.09756268378364731,-4.6063480740900235e-6,0.09756038060961025
0.8973742600746951,0.897291275009353,0.1026967766078968,-4.00020470122433e-6,0.10269477650554615
0.8923646054158157,0.8922583591483412,0.10772928027896041,-3.4134163149507613e-6,0.10772757357080291
0.8880352140284561,0.8879077377849593,0.11207951573789773,-2.8417008494411943e-6,0.112078094887473
0.8815692731060715,0.8814225400464626,0.11856430539300905,-2.3020270562018857e-6,0.11856315437948085
0.877713197613792,0.877548975454247,0.12243752524756701,-1.7789992987315612e-6,0.12243663574791759
0.8741016393611267,0.8739213728088738,0.1260648023105608,-1.2799358628890444e-6,0.12606416234262932
0.8702995207638587,0.8701043263229826,0.12988152976242337,-7.970918773021191e-7,0.12988113121648473
0.867595394596143,0.8673871690136422,0.13259841609783707,-3.649129603539518e-7,0.132598233641357
0.8645406949379794,0.8643201460460915,0.13566516740902362,5.8949513918170456e-8,0.13566519688378054
0.8601235159019389,0.8598925190764961,0.14009251844545595,4.4955258981500925e-7,0.14009274322175086
0.8575311254951498,0.857289982208114,0.14269482204567424,8.194900297718936e-7,0.1426952317906891
0.8575867393144628,0.8573361868245549,0.14264845716249525,1.1344837723058677e-6,0.14264902440438143
0.8537099893557436,0.8534517270901173,0.14653268970857627,1.4555197468798884e-6,0.14653341746844972
