AC,AC_T,BPD,BPD_AC,BPD_T
0.5200605749951156,0.5264861059080779,0.47351604813889214,0.006282584611281718,0.47979037415583903
0.5345825144707186,0.5394817960726164,0.46051733445455734,0.004823602284615285,0.4653351137961664
0.5474244193832931,0.5513484097086139,0.44864840357137076,0.0039004270134005534,0.45254431881374224
0.5607825599396172,0.5640291975113881,0.4359657815230313,0.003265440391864493,0.4392274730805275
0.5708559165110805,0.5736071363364879,0.42638634504708733,0.0028052009531888866,0.42918823469917955
0.576949461970976,0.5793684600636549,0.4206238368840825,0.0025019613080277422,0.42312267378737556
0.5861945939142712,0.588319350913192,0.4116719151792905,0.002233481888662116,0.41390242591185306
0.594420932405082,0.5963141615840206,0.40367623765765387,0.0020243496924739167,0.4056976943247093
0.6054017144438626,0.6071126792423434,0.3928770378155857,0.0018618503326096754,0.39473606331461025
0.6073689931458114,0.6089480830239354,0.3910410061639757,0.0017461118740440228,0.39278424012360064
0.6138838521924825,0.6153316040480867,0.3846569344098643,0.0016303998821114284,0.38628444908525084
0.6220022176316893,0.623346207793294,0.3766419120085156,0.0015402358505898464,0.3781792721013816
0.6272323917049313,0.6284836855955926,0.3715040224530048,0.0014599107509036902,0.37296103105848905
0.6334892617749299,0.6346609463860388,0.36532642395657094,0.0013915554484734889,0.36671506590904
0.6374368201674787,0.6385410504235114,0.36144600079239636,0.0013340218754918593,0.3627770724785869
0.641752698254587,0.6428008703935546,0.35718592324149095,0.0012867052393945222,0.35846965350845866
0.6411548101562027,0.6421676992651058,0.35781884352961035,0.0012579646235728117,0.35907375459584506
0.644894311099708,0.6458659228273407,0.35412043084989575,0.0012235648362734091,0.35534092326702404
0.6481292173057338,0.649065217624609,0.35092096913001075,0.0011940872569575225,0.35211196436666764
0.6501169260177454,0.651020735288338,0.3489652801647234,0.001167519459025145,0.35012967364929704
0.6535596210849022,0.6544393502957198,0.3455465691821449,0.0011480099839557133,0.34669145295990583
0.6543778954011769,0.6552360696818604,0.3447497160841274,0.0011305943904686361,0.34587714776573414
0.6525935089832232,0.6534475929822442,0.3465380979289347,0.0011285156863769423,0.34766339760952675
0.6530927115758661,0.6539320484040421,0.34605354372085106,0.001116840435241128,0.3471671383310402
0.6572858565643522,0.658103273365123,0.34188226457333076,0.001098691127778503,0.342977730814231
0.6537453491878703,0.6545672994450336,0.3454181606151134,0.0011038003460175812,0.3465186712425589
