AC,AC_HC,AC_T,HC,HC_T
0.7243933990509234,0.001762674173919951,0.7261469988813158,0.27394729891906633,0.27559369001871087
0.7448925278045687,0.0016600033026979517,0.7465434277787675,0.2535444869173638,0.2550944588400733
0.7638322354528296,0.0015348075257307107,0.7653579763444209,0.23472436795142093,0.23615461258584136
0.7826565117608013,0.0013844028243438808,0.7840319419866507,0.2160453226928633,0.21733014163554693
0.7990764235311452,0.0012196957415661124,0.800287311845486,0.19978593125387045,0.20090998629223455
0.8144749759715614,0.0010561735669735043,0.8155225567485438,0.1845467888446267,0.18551120560203574
0.829272660148893,0.0008808442422909284,0.8301451831822606,0.16992087670676612,0.17071322313203255
0.8426546840958772,0.0007118213677355532,0.8433585077825562,0.15670464424941027,0.15733089132331107
0.8578895556385746,0.0005455019228190478,0.8584274285703392,0.14163213812214664,0.14209571530355958
0.8704585304073295,0.00039275655164874927,0.8708440810854823,0.12921291431747664,0.12952638082651408
0.8840961822761132,0.0002540268292854312,0.8843434624118202,0.11571072504768502,0.11588833208621381
0.8971295977170568,0.0001427914171194251,0.8972661676100714,0.10278493957577643,0.10285456280508044
0.9087427360956,6.21445410619154e-5,0.9087992187101146,0.09124940105500093,0.09124100886199472
0.921015987727743,1.912407249578542e-5,0.921030055157451,0.07901559306942091,0.07896734866877772
0.9325121196977225,2.245824814901968e-5,0.9325301561143895,0.06751259737976388,0.06747078718345932
0.9438337530233931,8.032644430065885e-5,0.9439103456461965,0.056129135748874896,0.05614874270100875
0.9539177518507173,0.00020047810782819185,0.9541152175672738,0.04592111180434033,0.04606431659538604
0.9637358188697068,0.0003897610063162239,0.9641233240058089,0.03590931458507634,0.03624586711782389
0.9725128802111734,0.0006600402562267416,0.9731714731314262,0.02685727518758825,0.027468439318695033
0.9802789475557357,0.001011050715751161,0.9812893530485622,0.018735191605832004,0.019702029277445632
0.9868149399600532,0.0014508540296476915,0.9882660117512584,0.01175387259004973,0.013165780026160206
0.9917625543543562,0.0019840737684009404,0.9937476908655476,0.006267357023055872,0.008217916547632117
0.99497023273063,0.0026184145770324894,0.9975906146011996,0.0024193343105279063,0.005010068138591921
0.9963125024051618,0.0033503631717005464,0.9996657286885445,0.0003388720097019169,0.0036676771263298978
0.9956472274154717,0.004156293290772185,0.9998072844182291,0.00019171784841995017,0.004332943598668819
0.9928916246298314,0.005031945696404708,0.9979282085534122,0.0020651472695319036,0.007088604228590256
