AC,AC_T,BPD,BPD_AC,BPD_T
0.5599447122132335,0.5603818874064668,0.4396009836834386,0.0007319146498741006,0.4403264664692059
0.5829223970392335,0.5833828155102435,0.4166008542103865,0.0007509723508244826,0.4173458910316156
0.6040153377456836,0.6044935903821681,0.3954908041992764,0.0007646744253693114,0.3962499843413077
0.6231746622780412,0.6236652824568489,0.37631976323150795,0.0007730303097133191,0.37708768979208396
0.6392884312283396,0.6397843436212204,0.36020123798646353,0.000774790194565622,0.3609712471702368
0.6506364354844922,0.6511486281762877,0.3488374619507785,0.0007853404267115042,0.3496182815877905
0.6646112947525259,0.6651196834925069,0.3348668433683712,0.000778547434184251,0.3356411379691746
0.6777598661136347,0.678260655610852,0.3217262713848124,0.0007681335976925406,0.3224904007969087
0.6924044175812029,0.6928966394090597,0.307090736876849,0.0007563291188797291,0.30784333202894154
0.6997285640534181,0.7002177618534301,0.29976991049574064,0.0007493380520997241,0.30051567738470514
0.7107920982501797,0.7112624622644242,0.2887255069802793,0.0007283585433099342,0.28945049694243674
0.7233927011130812,0.7238438778056525,0.27614444255415627,0.0007065475968110576,0.27684784691115655
0.733351325859322,0.7337784475545973,0.266210119779595,0.0006806140332871519,0.26688777130198554
0.7436783084092009,0.7440792631618096,0.2559095577656238,0.0006524817694197988,0.2565592623839476
0.7529144913823882,0.7532869698400333,0.24670205881526433,0.000622389067585778,0.2473218371893886
0.7627116726621976,0.7630545727182989,0.23693468055650496,0.0005910183850899882,0.2375232621281575
0.7681020627324953,0.7684218045179939,0.23156758715563674,0.0005654979668285853,0.23213076616816175
0.7772869845517046,0.7775745623116067,0.22241502194947804,0.0005317476740551399,0.2229446130536821
0.7862068960936265,0.7864612466913137,0.2135285160544,0.000497017408991097,0.2140235340926984
0.7942202010895558,0.7944401604763155,0.20554973994407394,0.00046146653066523984,0.2060093496729496
0.8031861527760319,0.8033728969973479,0.19661718554574106,0.00042655706156988964,0.19704204150626267
0.8109678912897739,0.8111207425875016,0.18886946874175065,0.0003914877881109331,0.18925939183449525
0.8165904840675003,0.816715647424371,0.18327467388262073,0.0003617209578321992,0.1836349455595936
0.8240584121076613,0.8241505048881761,0.17583993121134797,0.00032751543096132935,0.1761661271566601
0.8340619060421021,0.8341181850498152,0.16587242078537015,0.0002908308949704725,0.16616208554640496
0.8390969142631676,0.83912698418733,0.16086370082977344,0.000262805579326635,0.16112544346209293
