AC,AC_FL,AC_T,BPD,BPD_AC,BPD_FL,BPD_T,FL,FL_T
0.41580134558454707,-0.00017636970740196383,0.4171815597127805,0.5648290814644831,0.001212893071620922,-0.00013397980734463678,0.566248886901945,0.018050846771497056,0.018155230538971234
0.4328485791711459,-0.00016749724248296994,0.4342575980172554,0.5458721842306438,0.0012406754357996083,-0.00011547763970468204,0.5473264787852983,0.019918773776824272,0.020041345943602573
0.44864282654751525,-0.00016077623197155788,0.4500653838790669,0.52883159388816,0.0012541864576461888,-0.00010175146749967978,0.530302868395542,0.021142066111044865,0.02127791931034555
0.4623511648940764,-0.0001518481383599807,0.46377358002379154,0.5132584523915975,0.0012510777619085974,-8.571170124573577e-5,0.5147337549225636,0.022995490784055706,0.023149021091093323
0.47374617052946627,-0.00014835634992454758,0.4751476568330667,0.5012114547282258,0.0012307082567880362,-7.805021541392513e-5,0.5026675327815799,0.0236632288041233,0.02382391341656624
0.48035276111961267,-0.00014328894574915495,0.48174305536744233,0.49426231779299934,0.0012198512521334217,-6.949858252933907e-5,0.4957094970119266,0.02401022278591341,0.024178568257066796
0.4899652035570993,-0.00014355759476747938,0.4913089809174377,0.48458097492860785,0.001175903605015357,-6.684530866771917e-5,0.4859824791130383,0.0241243367571909,0.024293464633269382
0.49854240685529516,-0.00014204644094187365,0.4998314688180653,0.47532083993835084,0.0011216289329026373,-6.146708434659407e-5,0.47666967897076284,0.024858489564807615,0.02503252848275432
0.5089431505238756,-0.00014082872448768912,0.5101742494980663,0.46435150836055533,0.001064863499905783,-5.6419457148133154e-5,0.4656440223507532,0.025481975638037828,0.025660098251100594
0.5115598994382597,-0.00014155904065666174,0.5127297048229154,0.4618258607715508,0.0010059695064114698,-5.419152595923768e-5,0.4630596166463246,0.02545032436292868,0.025628270974251733
0.518657404853411,-0.00014680708092034987,0.5197423152955901,0.4551213263955855,0.0009260935598425931,-5.6827712518470606e-5,0.45627115475443736,0.025145152358618635,0.025316701304322196
0.5278911917317459,-0.0001520805219128157,0.5288908261831036,0.44636525313490394,0.0008464896926549893,-5.9320611744460624e-5,0.44743049904725435,0.02475567798964241,0.024920556536895667
0.5337537956685114,-0.00015615800405077989,0.5346595497510588,0.4402690300170427,0.000755815499695419,-5.948901143708335e-5,0.44124289488168433,0.02508410887005715,0.02524620751877603
0.5401178221468309,-0.00016084294769649654,0.5409256735964284,0.43368812656565986,0.0006616030967115855,-5.997912921922181e-5,0.4345667325228675,0.02540016667029076,0.025558788652747855
0.54579030318558,-0.00016802980047640016,0.5464969337181038,0.428263748149311,0.0005657273846706877,-6.353212454587051e-5,0.4290432702302358,0.025256946159697362,0.02540794058869937
0.5521764282664121,-0.00017371870548209416,0.5527832636657426,0.42163113793454743,0.0004700748089175746,-6.45855001679631e-5,0.42231385224734946,0.025605054924350987,0.02575166231949488
0.5534233458314329,-0.00018200360243735318,0.5539328212174544,0.4212409241199314,0.0003789226277311805,-7.006473950754466e-5,0.4218286234904366,0.024850110358337618,0.02498639313619186
0.5597209449740559,-0.0001900612056885828,0.5601314926391907,0.4151373734594366,0.00028568208282018115,-7.385751708578515e-5,0.41562866265976933,0.02475895540615002,0.024887216772388174
0.5660360926419746,-0.0001984759300427607,0.5663509027960821,0.40898680676861093,0.0001957061596159571,-7.77705699544687e-5,0.40938504911960577,0.024694204730588278,0.02481430873266653
0.571309209215467,-0.0002073669274120548,0.5715324925817021,0.40378974330252765,0.00010967457014266258,-8.19548778071663e-5,0.404099489202806,0.0247139480810684,0.024825848488452627
0.5787839686734004,-0.00021739465779329015,0.5789231851549149,0.39695136891985733,3.279426056389043e-5,-8.784961200990236e-5,0.39717900656223487,0.024167256412654523,0.024268373165937523
0.5846043039580292,-0.00022531383427630525,0.5846701927138035,0.3907070075721785,-3.5911934920975966e-5,-8.991827806120055e-5,0.390865286948792,0.024667443974096596,0.024762920809767882
0.5877995271722326,-0.0002330441070097688,0.5878029241792001,0.38772482765372074,-9.342978584502843e-5,-9.329163851412178e-5,0.38782386806031705,0.024520002649797375,0.024608382348748202
0.5946547318785441,-0.00024344431189164984,0.5946049240817368,0.38134452610172753,-0.00014006628953752167,-9.922570556608406e-5,0.38139257073782906,0.024103966865068195,0.02418224680471074
0.6061372832498249,-0.00025412132366800315,0.6060483915158391,0.369784778072711,-0.00017199421924449123,-0.0001033431400944341,0.3697967389354705,0.024225400569863876,0.02429487936022222
0.6103958869354146,-0.0002628271738266682,0.6102838269943005,0.366100403269371,-0.00018969014252079967,-0.00010829292641448018,0.3660914300206356,0.023678609823578736,0.023739749219189657
