AC,AC_T,BPD,BPD_AC,BPD_T
0.36347904728065134,0.364863222192102,0.6351224835142966,0.0015488645347371411,0.6366630607913903
0.3813869372546838,0.38282363488635857,0.6171625154081122,0.0016016453143210918,0.6187561192957383
0.398022692454479,0.39949911197253246,0.6004874351329804,0.001641553532545152,0.6021211804280273
0.4131053364390985,0.4146073818221661,0.5853795082652757,0.0016673030679155096,0.5870392227980027
0.4254469050543701,0.4269559894876053,0.5730311581278338,0.0016744454993134466,0.5746982094497359
0.4329036833185973,0.43443272980781555,0.5655546875456516,0.0016925611772652931,0.5672399856799764
0.4433389550016549,0.4448517604264963,0.555135829012636,0.0016765985609888594,0.5568053494918622
0.4531313470348118,0.4546182736183717,0.5453694556850637,0.0016510749724192597,0.5470136367477135
0.4647961460609432,0.4662554863686943,0.5337324134651229,0.0016239195758726958,0.5353496502910526
0.46820486261645006,0.4696353910202156,0.53035258445855,0.0015939343068507826,0.5319399511695702
0.4761058671709125,0.477481279170726,0.5225067327832842,0.0015395082739866324,0.5240398596692446
0.4861666191635757,0.48748722216237345,0.5125008651735317,0.0014854537555043425,0.513980152845224
0.4932284455708031,0.4944801330020453,0.5055079387381801,0.0014174020955549907,0.5069193650231762
0.5008254715039662,0.5020025949259581,0.49798545339308503,0.0013438209933286655,0.49932350353722876
0.5074482878129184,0.5085454411040352,0.4914425454185852,0.0012649461869858414,0.4927019195502018
0.515113282733822,0.5161283958324455,0.48385953637926865,0.001184102969969554,0.48503828369462804
0.51678557530614,0.5177235930768017,0.48226422437545097,0.001106921179448288,0.48336594332115657
0.5241112028043393,0.5249610919678593,0.4750266313639417,0.0010201745386552725,0.4760418282601276
0.5314156985899718,0.5321752898478284,0.46781232111366844,0.0009313705416598413,0.468738943768237
0.5377324062227041,0.5383993430092571,0.46158811449446396,0.0008403471005882278,0.4624239372571385
0.5458988016689112,0.5464764483594896,0.4535108900792428,0.0007526600748695468,0.4542592731657277
0.5529161150289058,0.5534050638323087,0.44658211362122513,0.0006657326431807793,0.44724380417535764
0.5566566336166526,0.5570656238215758,0.4429213844075369,0.0005863453015086474,0.44350389765745724
0.5639669307014682,0.5642920752668914,0.43569475314927947,0.0005044003046357952,0.43619556515774166
0.5763931647225597,0.5766351841595828,0.42335150455309983,0.0004242970177224399,0.4237725012687885
0.5806352981119293,0.5808081407396368,0.41917835454377256,0.0003559186787012608,0.41953119281918455
