AC,AC_Conf_Int,AC_T,AC_T_Conf_Int,FL,FL_Conf_Int,FL_T,FL_T_Conf_Int
0.6247077565827674,0.0012130066131172182,0.6256991562517747,0.6256991562517747,0.3743798178766481,0.001182399784940394,0.3751794820907254,0.3751794820907254
0.6631207998370119,0.0012106812720380793,0.6640936690227699,0.6640936690227699,0.3359698380848065,0.0010887717820363767,0.33676633425542735,0.33676633425542735
0.616532936123002,0.001068674702213987,0.6177326619793091,0.6177326619793091,0.38232580310740905,0.0010609628865456378,0.38335621649566665,0.38335621649566665
0.5799391293643277,0.000960759526205949,0.5813389296191253,0.5813389296191253,0.4187136477671628,0.0010268258291172825,0.4199516552291865,0.4199516552291865
0.685205115017878,0.0010760467070657358,0.6863104838460485,0.6863104838460485,0.31372550927319864,0.000923967282958259,0.3146836102267926,0.3146836102267926
0.6618985768860374,0.0009728815030380826,0.6632022627300851,0.6632022627300851,0.3368261122174466,0.0008804235854679732,0.33799162488719603,0.33799162488719603
0.6889728170738022,0.0009822289249057634,0.6901729466219322,0.6901729466219322,0.3098486480955796,0.0008378709787429274,0.310917044808451,0.310917044808451
0.724975186503692,0.0009805773999148374,0.7260752804196877,0.7260752804196877,0.2739353798670853,0.0007697356633540735,0.274914471271526,0.274914471271526
0.33062663490323185,0.00045284236561918284,0.33365923881029774,0.33365923881029774,0.6663533202226749,0.0007768968041546819,0.6692747535502868,0.6692747535502868
0.36675493790495844,0.0004778146944799632,0.3696340728543707,0.3696340728543707,0.6303756179427908,0.0007628567478484997,0.6331454718331833,0.6331454718331833
0.7515856177319693,0.0009314824019610546,0.7525123883737924,0.7525123883737924,0.24748501232291092,0.0006856530719442655,0.24830422982063083,0.24830422982063083
0.7850891740807837,0.0009240200400152029,0.7858751819512497,0.7858751819512497,0.21411227464950283,0.0006216103930807097,0.21480052016765033,0.21480052016765033
0.7632912696920734,0.0008903347827352342,0.7640628096748506,0.7640628096748506,0.2359271072241543,0.0006368621944220414,0.2365987173868625,0.2365987173868625
0.8251141194291767,0.0009332912894752028,0.8256295862652678,0.8256295862652678,0.17434820917687985,0.0005549553154141852,0.17477500707180912,0.17477500707180912
0.8060434706752364,0.0009076195763822495,0.8065157950740465,0.8065157950740465,0.1934652520406382,0.0005746048401424022,0.1938457433197577,0.1938457433197577
0.8288650628710101,0.0009079487532708833,0.829216978274267,0.829216978274267,0.17075814735721054,0.000533951975759725,0.1710239206195584,0.1710239206195584
0.8140159940107828,0.0008912738076162054,0.8142928644391592,0.8142928644391592,0.18568533114038246,0.0005510495095458521,0.18587285585187094,0.18587285585187094
0.8347213273899714,0.0008939853390247362,0.8349000868511471,0.8349000868511471,0.16507313853052752,0.0005158049008919406,0.16516724234930008,0.16516724234930008
0.8502551018219494,0.0009065212834397814,0.850352874223173,0.850352874223173,0.14961759765970817,0.0004938281245684787,0.1496330457673511,0.1496330457673511
0.8677377566538176,0.0009096736878355583,0.8677810698307015,0.8677810698307015,0.13218506126245178,0.000461794338175597,0.13215012315210478,0.13215012315210478
0.8799791865643319,0.0009220902400557296,0.8799947296322065,0.8799947296322065,0.11996917746012029,0.0004429360736558707,0.11990829857782119,0.11990829857782119
0.8760235979325117,0.0009993633492156526,0.8760399021202622,0.8760399021202622,0.12393181839075443,0.00048622720180916665,0.1238625220033005,0.1238625220033005
0.9018765940043636,0.0009349949898213256,0.9019072289667202,0.9019072289667202,0.09805141878600969,0.0004013778231306977,0.09801038833356532,0.09801038833356532
0.9087878886690259,0.0009464565864288423,0.9088570910955903,0.9088570910955903,0.09110041166232138,0.0003899456854180017,0.09109874456939493,0.09109874456939493
0.9164653926809259,0.0009569281374800396,0.9165827074375452,0.9165827074375452,0.08337307519204964,0.00037543251174065894,0.08342098267595038,0.08342098267595038
0.9241353039216451,0.0009561988408812108,0.9243072226510689,0.9243072226510689,0.0756459885423492,0.00035600581002428707,0.07575099109188721,0.07575099109188721
