AC,AC_Conf_Int,AC_T,AC_T_Conf_Int,FL,FL_Conf_Int,FL_T,FL_T_Conf_Int
7.572799521715805e-5,3.3789333231721755e-5,7.791450997290145e-5,7.791450997290145e-5,1.0005754496003856,0.004527897342969392,0.9998218192938493,0.9998218192938493
7.72761069308845e-5,3.425895871358432e-5,7.991697464271762e-5,7.991697464271762e-5,1.0005751760621373,0.0045380959338888055,0.9998202263414278,0.9998202263414278
6.126236626658867e-5,2.5827241771542906e-5,6.425347850771163e-5,6.425347850771163e-5,1.000466894073389,0.003793287197117127,0.9998366560049382,0.9998366560049382
5.469504591511426e-5,2.1233432770915073e-5,5.806152044943437e-5,5.806152044943437e-5,1.0003848482458926,0.003262671655597582,0.9998436002071607,0.9998436002071607
9.088803571445154e-5,3.140414262997387e-5,9.479161484608496e-5,9.479161484608496e-5,1.0004395529661296,0.003812433950879703,0.9998069010804924,0.9998069010804924
8.766190289392174e-5,2.6760315661067266e-5,9.221787341860307e-5,9.221787341860307e-5,1.0003534998865564,0.003279510925620709,0.9998104890222248,0.9998104890222248
9.777725379223057e-5,2.8287279470833904e-5,0.00010292933221767162,0.00010292933221767162,1.0003443191449148,0.0032886519272334078,0.9998003179346686,0.9998003179346686
0.00011853844514448885,3.1111327649897544e-5,0.0001245954461015476,0.0001245954461015476,1.0003242485177988,0.003298189232886618,0.9997794720543114,0.9997794720543114
5.315481958028335e-5,9.146173510274769e-6,5.792773926586172e-5,5.792773926586172e-5,1.0000624733082426,0.0013132136927950459,0.9998490037937466,0.9998490037937466
6.260948019223779e-5,9.91644686737405e-6,6.813048570631456e-5,6.813048570631456e-5,1.0000528673812759,0.001316894799591209,0.9998394847246385,0.9998394847246385
0.000192842576886269,3.49527513782552e-5,0.0002006018698990116,0.0002006018698990116,1.0001844474574086,0.002914546072866643,0.9997053687512125,0.9997053687512125
0.0002411234735240859,3.90190308294637e-5,0.00025025000290620835,0.00025025000290620835,1.0001362600445565,0.002923352368728439,0.9996569731957274,0.9996569731957274
0.00023765924750332636,3.480801063569511e-5,0.00024715390106964393,0.00024715390106964393,1.0000872803753873,0.002609801900971136,0.9996608065599888,0.9996608065599888
0.00038077881007745273,4.8963011576056654e-5,0.0003912114803754288,0.0003912114803754288,0.9999981621794232,0.002940914604014103,0.9995171272605662,0.9995171272605662
0.000366953048836271,4.317682737778059e-5,0.00037771584590014576,0.00037771584590014576,0.9999592742997985,0.0026255271960060477,0.9995313376200512,0.9995313376200512
0.000489266072848851,4.979865036200503e-5,0.0005005414057969467,0.0005005414057969467,0.9998376676825771,0.002633191587883713,0.9994089098725347,0.9994089098725347
0.00047262018817704045,4.450092981916254e-5,0.0004841868517330721,0.0004841868517330721,0.99981210511275,0.0023805655394926357,0.9994259322264039,0.9994259322264039
0.0005886611947918407,4.963851009981171e-5,0.0006008420049988955,0.0006008420049988955,0.9996964559393705,0.0023869030308464757,0.9993097894509161,0.9993097894509161
0.0007158726171416299,5.477192315776926e-5,0.0007281609732315957,0.0007281609732315957,0.999570201554276,0.002393634904448113,0.99918249360218,0.99918249360218
0.0008735921205054717,6.0521933130921415e-5,0.000886419219274647,0.000886419219274647,0.9994129400495554,0.002399964052090817,0.999024666350708,0.999024666350708
0.0010102620946177113,6.515384126634748e-5,0.001023341625950313,0.001023341625950313,0.999276987432572,0.002406080033835517,0.9988879147435522,0.9988879147435522
0.0010382339691615314,6.635887659687501e-5,0.0010490912853179037,0.0010490912853179037,0.9992525245853786,0.002414076865005903,0.9988599970460668,0.9988599970460668
0.0013593029160508864,7.570636793520731e-5,0.0013725914996442507,0.0013725914996442507,0.9989293307534611,0.00241633600031167,0.9985387047285894,0.9985387047285894
0.001418933357430354,7.741254669841037e-5,0.0014331470032210075,0.0014331470032210075,0.9988694846633457,0.0024206434127902413,0.9984790133065863,0.9984790133065863
0.0016284772764947359,8.304098958307788e-5,0.0016421415095894578,0.0016421415095894578,0.9986611762578981,0.0024251769838946283,0.9982694028573725,0.9982694028573725
0.0018299079318529487,8.807566577601819e-5,0.0018437283212649831,0.0018437283212649831,0.9984601162101097,0.0024286631503496,0.9980678908086567,0.9980678908086567
