BDP,BDP_Conf_Int,BDP_FL,BDP_FL_Conf_Int,BDP_HC,BDP_HC_Conf_Int,BDP_T,BDP_T_Conf_Int,FL,FL_Conf_Int,FL_HC,FL_HC_Conf_Int,FL_T,FL_T_Conf_Int,HC,HC_Conf_Int,HC_T,HC_T_Conf_Int
0.08445441234445042,0.0006265044452026833,-5.4912294156343915e-5,0.001245992930425322,-0.00015711207130329866,0.0012537808969546255,0.08449519087719752,6.0655401891788135e-6,0.8690327832719149,0.0022426613531857267,-0.00054718915770163,0.004505789182040283,0.8689273266919463,0.00014487744476277686,0.046746169541597674,0.0005586442328345259,0.046715216841193986,9.387542937613606e-6
0.08047495784997213,0.0006135006970699419,-6.0465527224885275e-5,0.001220565572052308,-0.0001513777827080958,0.0012279761351762395,0.08051057630425107,5.889027267093799e-6,0.8604174797040628,0.002236619659547131,-0.0005147594045777977,0.004498471937417754,0.8603330855318516,0.00014667286173138537,0.059336287874717855,0.0006295950577931266,0.059316166980318476,1.1932384311047221e-5
0.056086452550265356,0.00043797058613463685,-1.6275307027632758e-5,0.0008725984606655751,-0.00010585110440622129,0.0008768242063415331,0.056140926334877175,3.912716626423472e-6,0.890643331904404,0.0019473426084357789,-0.0003886200152875495,0.00391765459830703,0.8906384073075333,0.00014914908404555413,0.053364564761139946,0.0005102598078722257,0.053414638386548155,1.0862043807509393e-5
0.054583994208302344,0.0003747013012915023,2.98435214294312e-5,0.000748333993104713,-8.655706955443707e-5,0.0007504331097646968,0.054678043491614314,3.7216257119578446e-6,0.8970457561694788,0.0016940619185596257,-0.0002732579111642734,0.0034067061516427407,0.8971470166315006,0.00014908571826508275,0.048322397483017185,0.00042352575728604427,0.048438857844850525,9.945979248643019e-6
0.08848920181082329,0.0005435629465677834,3.4319994199810687e-6,0.0010836977219235964,-0.00012198247420285657,0.0010891745887857231,0.0885895053940063,6.5927513151408805e-6,0.8429183172096895,0.001866661329599633,-0.0003168125187157053,0.003757669666228223,0.8430195668341846,0.0001468589501271263,0.06859893668881822,0.0005763928394232154,0.06869058066680096,1.3928485711176809e-5
0.06504078716731823,0.00041022713918192335,3.390894546190515e-5,0.0008194705873232216,-8.897491227449453e-5,0.0008222337290338264,0.06515063732301549,4.674494814222658e-6,0.872374576992638,0.0016721366521558203,-0.00020817804770256257,0.00336661084315834,0.8725496392832142,0.00014972186017726062,0.0624768056936863,0.00048352745541701105,0.06264079686898556,1.2844466278582242e-5
0.07695781144275796,0.0004448435913537893,4.335143890325634e-5,0.0008888751603960841,-9.049943623100535e-5,0.0008922145267669859,0.07708934861663762,5.754258061538635e-6,0.8506808733939911,0.0016436849857698135,-0.00016027423232461077,0.003311221434175851,0.8509172601279852,0.00014905124387517063,0.07219830779860503,0.0005195367100790364,0.07239897582205775,1.4829301325251392e-5
0.07327297823620207,0.00043675040014656906,3.067470965265962e-5,0.0008726976588877228,-8.769004123221494e-5,0.0008762341799576258,0.0733914138885857,5.5718034224659804e-6,0.8480830449881305,0.0016508015062719295,-0.00013890536515857353,0.003327658837025499,0.8483264821281258,0.00014981787600997656,0.07847933494345899,0.0005435406864606106,0.07869643783154706,1.6132550908446433e-5
0.016506968740887636,9.223185363215099e-5,0.0001959666453443131,0.00019469459905064977,-1.368217977136063e-5,0.00018319266400249095,0.01672330441107261,9.780276815738057e-7,0.9670092400713595,0.0007712749952182723,0.000221864899912464,0.0015277105424510613,0.9675568197013298,0.00014659579525729924,0.01586649548199323,0.0001103347222784157,0.016285647087202315,3.890291072314612e-6
0.015729800367757573,9.063498894204594e-5,0.00017618957444208552,0.00019092151211007235,-1.2830919890578936e-5,0.00018011201344611926,0.0159267314168474,9.490526337213957e-7,0.9653425947209995,0.00077548216387587,0.00028113844389525574,0.0015380594811939816,0.9659294544121837,0.00014764595135981445,0.01827251487288047,0.0001186806955637977,0.018749803194215164,4.4669888828484355e-6
