AC,AC_Conf_Int,BDP,BDP_Conf_Int
0.970986298630773,0.00250084813390832,0.028496574287075367,0.00034359184281616297
0.9707664220626222,0.002048149933878396,0.028791457750502392,0.0002826487046180255
0.9705796658050921,0.001661786824874129,0.02904225850327089,0.00023051670344105866
0.9612108501572575,0.0013026823902192205,0.03847072438199085,0.00021019050674942952
0.948548851593762,0.000975252228037599,0.0511870887593011,0.00018555561130708753
0.9512415464490207,0.0006826795373074407,0.0485430822275557,0.00013200573848436427
0.9374982896837712,0.0004263346862379154,0.0623293325068192,0.0001072304184078827
0.9402195682586344,0.00021082781104373095,0.059646030412826886,8.051958121633834e-5
0.9254713676265076,0.0001051465879726645,0.07442736062668076,8.61523804315384e-5
0.9282312959381072,0.00022169347788088162,0.07169658031913126,0.00010159318033412456
0.9125663748318713,0.0003814267616688756,0.08738943184998119,0.00014002380872978298
0.9185076675835523,0.0005138524563105537,0.08147061364501981,0.00016251528191176085
0.9024180430098523,0.0006478319799067296,0.09758231178932039,0.00020889242560726877
0.9049812976522121,0.0007584601828068014,0.09503747342832422,0.00023310221332642446
0.9042352976428736,0.0008765092606500979,0.09580300288894761,0.00026342818703967445
0.8907405073261794,0.0009612281668431277,0.10931146582910545,0.00030469970093392247
0.8758942167813982,0.0010418549565842667,0.12417068453857114,0.0003492403001308373
0.894531178065959,0.0011257523304435309,0.10554801066166553,0.00034357532277054834
0.8799735757423571,0.001187095574948668,0.12011532320915899,0.00038558365329991357
0.8682691267891967,0.0012248033257896878,0.1318256595335985,0.00041680307035312273
0.8697000025887626,0.0012840820890420313,0.13040455750996593,0.0004326570916229141
0.8505271155015489,0.0014402651902065422,0.14960254862915107,0.0005185344235935643
0.8585090129522163,0.0013493205252734744,0.1416059469088035,0.00047350163480720575
0.8622968792189006,0.001374983159949386,0.13782239117865863,0.0004747682980803572
0.8628818159961646,0.001415657751841665,0.13724414204563212,0.0004866614273402232
0.8663891969036396,0.0014332866336341488,0.1337397518989889,0.000485398792461626
