AC,AC_Conf_Int,AC_T,AC_T_Conf_Int,FL,FL_Conf_Int,FL_T,FL_T_Conf_Int
0.7944177540086863,0.0011330883947754068,0.7944907684179003,0.7944907684179003,0.20552033765616096,0.0007283317910388753,0.20546478661120432,0.20546478661120432
0.8555827899271377,0.0011426210271413618,0.855617514841571,0.855617514841571,0.14437206356336624,0.0005957449139729254,0.14430088947065672,0.14430088947065672
0.8631695401242059,0.0010692888212924688,0.863186123389589,0.863186123389589,0.1367942768217312,0.0005427953873257063,0.13671528420355133,0.13671528420355133
0.8769866525542624,0.001011406949823608,0.8769978364556262,0.8769978364556262,0.12297275653417668,0.00048545647869878514,0.12289928861352953,0.12289928861352953
0.9347802703334611,0.001015248533472415,0.9347961315185085,0.9347961315185085,0.06515264353575076,0.00034518596280965375,0.06510689202822528,0.06510689202822528
0.9416406161083378,0.0009412238085339433,0.9416718240808999,0.9416718240808999,0.05826989032961244,0.0003035152649444052,0.05824762085662914,0.05824762085662914
0.9570504934823736,0.0009214033598614212,0.9570945241208599,0.9570945241208599,0.04283943434684804,0.0002537785798728267,0.04283838056152374,0.04283838056152374
0.9693015453982816,0.0008816309438406059,0.969359099387012,0.969359099387012,0.030567292879500475,0.00020505244138772913,0.03058811817797652,0.03058811817797652
0.8687476090422035,0.0007429495329358116,0.8691884443059834,0.8691884443059834,0.1307604936352414,0.0003795933136698707,0.13114298488391601,0.13114298488391601
0.8945682026535675,0.0007397199740115486,0.8950910064352341,0.8950910064352341,0.10485087470870809,0.00033559458363126445,0.10532282574797017,0.10532282574797017
0.9798874372442553,0.0008194307828363833,0.980018671579662,0.980018671579662,0.019899384310856798,0.00015562902473872673,0.020003242455977926,0.020003242455977926
0.9837060821408311,0.000787573177042575,0.9838613610509958,0.9838613610509958,0.016053421797486363,0.00013534013632535242,0.016185040146310444,0.016185040146310444
0.9812813824188904,0.0007863428940064026,0.9815112686642149,0.9815112686642149,0.018404367533776073,0.00014560853282182657,0.018609730155493207,0.018609730155493207
0.9863836412509354,0.0007802466456678757,0.9865989951666359,0.9865989951666359,0.013313448211628456,0.00012354235232316538,0.01350752018455037,0.01350752018455037
0.9831034919060647,0.0007878926253243643,0.9834230315867675,0.9834230315867675,0.016491016445192335,0.00013965725523684274,0.016787535829196655,0.016787535829196655
0.9833538404312204,0.0007880008751429585,0.9837300539278108,0.9837300539278108,0.016183521539454154,0.00013930578876626947,0.016537103061554793,0.016537103061554793
0.9784047871358581,0.0008048130366353841,0.9789520283557142,0.9789520283557142,0.020964103299225934,0.00016270058333480312,0.021485929694606203,0.021485929694606203
0.9775571609607269,0.0008113075447490237,0.9781944183458082,0.9781944183458082,0.021722010647931347,0.00016792485170055753,0.022333371411440407,0.022333371411440407
0.9752166625547002,0.000836756202745486,0.9759642571911243,0.9759642571911243,0.023953841609805213,0.0001823934695509119,0.024673450109982637,0.024673450109982637
0.9728914440460074,0.0008540293528926655,0.9737652729315155,0.9737652729315155,0.026154252773503178,0.00019550537555379366,0.026998311072235485,0.026998311072235485
0.9691673038286812,0.0008860762073646086,0.9701824220102555,0.9701824220102555,0.029739826241959526,0.00021687526696414746,0.030721935993793036,0.030721935993793036
0.9565450715977957,0.0010164422902206281,0.9577546631188752,0.9577546631188752,0.042178999445220265,0.00029361590848295396,0.04334274703788618,0.04334274703788618
0.9602298528633755,0.0009508585713402078,0.9615518840744908,0.9615518840744908,0.03837693553440415,0.00026615485810477154,0.039658344618576785,0.039658344618576785
0.9556315642135805,0.0009780696917872037,0.9571096985095963,0.9571096985095963,0.04282243226906961,0.0002903898115457947,0.04425619525727052,0.04425619525727052
0.9476945837948157,0.001030567564507445,0.9493679125707535,0.9493679125707535,0.050570487757709115,0.0003335636452175176,0.05219248170989129,0.05219248170989129
0.9413751686999836,0.0010623584940238477,0.9432314287782455,0.9432314287782455,0.05671167229310738,0.00036625641797368526,0.05851140658775263,0.05851140658775263
