BDP,AC,FL,HC,BDP_Conf_Int,AC_Conf_Int,FL_Conf_Int,HC_Conf_Int,BDP_AC,BDP_FL,BDP_HC,AC_FL,AC_HC,FL_HC,BDP_T,AC_T,FL_T,HC_T
9.107059793004947e-5,0.9954560332659744,0.0014764107603499911,0.0001861099788992077,1.0335717831851294e-5,0.00027118839058458644,0.00011948271554211635,2.3424087380434392e-5,0.0001502524282601557,4.687977939746711e-6,-7.285137782437285e-7,0.0024306680122923026,0.0001748012801153913,0.0004490785952849459,0.00023139651476378033,0.9978599758748394,0.003961728014553082,0.0004183334389012976
9.357664252788577e-5,0.9966843399105713,0.0009002312495014325,0.00019129212123425134,1.0529635770778241e-5,0.0002601247054027328,9.963153245620778e-5,2.5634446762889273e-5,0.000166190050707723,3.040258174090826e-6,-1.7124108683406508e-6,0.0017191443180364532,0.00020434812783803468,0.00038366286049277014,0.0002485304598499392,0.9984855606543889,0.002666657343820109,0.00044947563555536557
9.787469497297547e-5,0.9964357075316285,0.0009440402511331698,0.00019171125553921214,1.1149884213613521e-5,0.0002674040397478684,0.00010441680572741839,2.693808078922015e-5,0.00018347740993378598,4.099205022883883e-6,-1.1089847688662675e-6,0.0018918705484592877,0.00021563703057608346,0.00040915243080957885,0.0002691118205840225,0.9984159277582509,0.002885657469384662,0.0004633851560972315
0.00011721560821592399,0.9967888830072577,0.0007299469129938826,0.0001970773568551397,1.2510999487909643e-5,0.0002672080499533841,9.689776412077748e-5,2.9260670849169466e-5,0.0002353573757377932,4.156831930736856e-6,-1.3526537901027477e-6,0.0016483099270281302,0.0002445660946779943,0.00038843280540615266,0.00033772763484173155,0.9986268830135534,0.00242507169671029,0.0004968356164137676
0.00014190943996639856,0.9966046433926362,0.0007330336987900195,0.00019804431521185974,1.414866276161554e-5,0.0002730741751487471,9.919987836985366e-5,3.0584860693767854e-5,0.00029730973234535666,5.407784368311522e-6,-9.544334953746727e-7,0.0017329996354217224,0.0002569177197753351,0.0004034702101871384,0.0004218272754036854,0.9985885380979038,0.0025149884128054883,0.0005122727097284426
0.00012415221493797894,0.9970088794243127,0.0005604394481883869,0.00020384305297078357,1.3531239266137759e-5,0.0002750015691459749,9.166464297705607e-5,3.297734262369827e-5,0.0002786707437763741,4.528773132180926e-6,-1.1393425245710973e-6,0.0014954198980543193,0.0002893358449859035,0.00038044164284162013,0.00038512578075879344,0.9987923802946203,0.0021000500103861954,0.0005482901187758792
0.0001494615542954628,0.9972508645621707,0.0004342549949277634,0.00020520033426946917,1.4986224906667563e-5,0.0002735180051227904,8.398062106461938e-5,3.431145151102122e-5,0.0003470631815770661,4.184285590887652e-6,-1.7013520881661501e-6,0.0012710892927839067,0.00030631252231104304,0.00035260485181528184,0.0004758248855275776,0.9989208556019952,0.001746180262575902,0.0005651051337088758
0.00017409338881490074,0.997430728282171,0.0003170671632516458,0.00021136693404307639,1.6508355578413212e-5,0.00027547278967862796,7.63621636348777e-5,3.6729007866712016e-5,0.00042730610476436604,3.8534888071057675e-6,-2.1894720645065247e-6,0.0010678913236907245,0.00034079894598316416,0.00032610418400875975,0.0005769674574742296,0.9990360557080598,0.0014209344999039023,0.000603531601062454
0.00017945297030686914,0.9976570487944771,0.00023651346547180055,0.00020496003804595372,1.693425528535867e-5,0.00027532262348408537,6.937883388720568e-5,3.7307309482130265e-5,0.0004557319706161209,2.915875780257284e-6,-2.8254850269047705e-6,0.0008937160777411971,0.000341212959247789,0.00029931796342427326,0.0006090357764735649,0.9991430110349073,0.00116384755725255,0.0005966098505682942
0.0002075958322553213,0.9977298582151611,0.00021964857995858452,0.0002285408569009963,1.718976499329452e-5,0.0002582458608166236,6.257193613619112e-5,3.67040118028601e-5,0.00048063088287630837,1.6379294014465404e-6,-3.9266226106983315e-6,0.0007470582535733994,0.0003674986300836765,0.00026304911665287254,0.0006627529589255545,0.9991445309757528,0.0009905278899516993,0.0006382901254822389
0.00021222751019498473,0.9978434653497871,0.00012583815708851792,0.00020858786868115914,1.8846244761051876e-5,0.0002772775493135494,5.726984091124706e-5,4.000157888267395e-5,0.0005754437874522367,1.5469385207761106e-6,-4.031990468167037e-6,0.0006331125636340878,0.00037891160788784716,0.00025177890843786673,0.0007559290291499183,0.9992678382784016,0.0007842504529441821,0.0006336404079053941
0.00021478982445625018,0.997954479004427,8.9495985106458e-5,0.00020308332055148808,1.920096186096595e-5,0.0002790789574676879,5.220448077024126e-5,4.053686465265509e-5,0.0006010548257153173,7.114418121255975e-7,-4.589661523422513e-6,0.0005356819417479466,0.00037912413716643766,0.00023146580503388597,0.0007823866411887035,0.9993268954213226,0.0006484560486136246,0.0006276447232016827
0.00022097229841725596,0.9980418456954144,6.276341124410566e-5,0.00020047917522225504,1.952728347385693e-5,0.00027791497295097747,4.70539854345446e-5,4.0788863320795396e-5,0.0006269141642019549,-2.0258088284663564e-7,-5.227071577804192e-6,0.0004461665795344099,0.0003805893048149407,0.00020943058352191024,0.0008130927997951574,0.9993717594209516,0.0005292310052825336,0.0006247936725825789
0.00022212417771821664,0.9981168278919718,3.9817033482201226e-5,0.00019533709900866795,1.985708171229159e-5,0.00028059851217826926,4.262380503545794e-5,4.1315620645841605e-5,0.000650386470309176,-9.93598380161063e-7,-5.756090463566093e-6,0.0003748096910842537,0.000380671001000696,0.00019123969008076467,0.000835996555611882,0.9994166135990327,0.00043303681803113375,0.000619159906418079
