AC,AC_Conf_Int,BDP,BDP_Conf_Int
0.11974813173570571,0.0008781211930744869,0.8800482088061786,0.0018716658895904898
0.15780755429217802,0.0009953961137986148,0.841952548915678,0.0018087721418676836
0.20028455503347384,0.0011042562492867927,0.7994392327037755,0.0017372699230766636
0.1981310486551599,0.0009612151051451161,0.8014836366042551,0.0015155537337742388
0.1951808904480891,0.0008537643033968145,0.8043408225001996,0.0013531658122822319
0.24858724939436208,0.000946378786353114,0.750869775052701,0.00128700176842601
0.24601032964181946,0.0008594412173583085,0.7533661501167523,0.001173014084849217
0.3016174917788609,0.000935904529064161,0.6977208258284833,0.0011138140812687433
0.29659724778551066,0.000862329695062858,0.7027008774104707,0.0010357824955303388
0.349943527578032,0.0009241447697759527,0.6493704333599936,0.0009862396859685568
0.3464894565132479,0.0008676547911953614,0.6528466730551243,0.0009312184478359186
0.408929849113252,0.0009267106104468316,0.5904769729366085,0.0008752820848517407
0.40369673529145966,0.0008820890121192059,0.5958080342029912,0.0008409744682051721
0.4509447147197812,0.0009286643626207233,0.5487031762466812,0.0008080581639428274
0.4898241758177523,0.0009730408183823146,0.5099817911610663,0.0007872625970071044
0.4890148431452209,0.0009425345426006569,0.510916180111602,0.0007635657382745319
0.49318156958510473,0.0009240560075505552,0.5068272532886585,0.0007428931688272962
0.5733697905827462,0.0010313616142811444,0.4266730457886451,0.0007149778767669328
0.5727751839179259,0.001015684138145132,0.42716519397549585,0.000705927907069404
0.5799135408983369,0.0010059821442885716,0.4197311287071461,0.0006910711596671823
0.6173597560718129,0.0010536515235954756,0.3818456823048465,0.000675872031131173
0.62347014901176,0.0011343674631311513,0.3750740554905185,0.0007225785625981277
0.653532377679716,0.0010918825907843062,0.3440434878230447,0.0006569886197176169
0.6888619592852258,0.0011249999603638457,0.30784595748193444,0.0006318116570283224
0.7204959617581986,0.0011644792714174648,0.2751308897746329,0.0006132178342858766
0.7491790404287364,0.0011913827265391693,0.24525964647572523,0.0005897544453473712
