AC,AC_Conf_Int,BDP,BDP_Conf_Int
0.4878300376107828,0.001448888795516705,0.5113277439840663,0.0011895477633401816
0.5291262500757712,0.001471308755574072,0.47001104924867515,0.0011157415335898895
0.5665342722875566,0.0014859283181584161,0.43259573690872066,0.0010482423652117133
0.5272956165882372,0.001315017679049709,0.4716165533607685,0.0010000717377241168
0.49169122714259156,0.001181013105689135,0.5070381805348709,0.0009607720956671174
0.5383165238306106,0.0012029681723024902,0.46039494632814054,0.0008954915823838199
0.506360935258716,0.0011019198311080422,0.49220342349694396,0.0008714203058410798
0.5473682629926361,0.0011238808889517486,0.45121601585206894,0.0008222901211971338
0.5177280841872764,0.0010441084963359378,0.48074908036695196,0.0008080295059066455
0.5536901451866518,0.0010652767238344444,0.4448412847170965,0.0007702084325628605
0.5271593538660061,0.0010030524405690686,0.471319038291797,0.0007625976380915416
0.5699078881456635,0.001023060788600103,0.428636708014705,0.0007173891511488102
0.5448333754418425,0.0009737949359457458,0.453709008953098,0.0007162008928142385
0.5730063717038305,0.0009946188447252215,0.4256612896920108,0.0006935770456680436
0.5913244369939555,0.0010180009228565933,0.40750322154590457,0.0006854889771929668
0.5750897760813276,0.0009766072310585096,0.4237778080485728,0.0006785745821619075
0.5581288563428294,0.0009432385560570752,0.44079953236965685,0.0006768954964814351
0.6187813756216065,0.001019071226247836,0.38038281091155995,0.0006510009901960237
0.6000434879071325,0.0009870918584172757,0.3991905481986821,0.0006542469978660787
0.5895576581559252,0.0009565756098323632,0.4097538012464331,0.0006471141984177425
0.6070382760334994,0.0009782326902120218,0.3924113899783772,0.000640037205629677
0.5858568972187882,0.001020119500850493,0.4137699659675394,0.0006954494199563766
0.6084093920064954,0.0009686287807880323,0.3912172466863255,0.0006324391670122099
0.6262756602465632,0.0009823853087623999,0.3734254853580525,0.0006196071782038509
0.6385658185549749,0.000999859028200823,0.36121195442823084,0.0006156246386934094
0.6541657717227818,0.0010107079150035161,0.3456697325980674,0.0006032549720629502
