AC,AC_Conf_Int,BDP,BDP_Conf_Int
0.2334742897687895,0.0019028287698175826,0.7654941172487701,0.0027280237343895513
0.28142030308083893,0.001969329499495447,0.7174926481328449,0.0024934332111545515
0.3294977980112035,0.0020110399492544694,0.6693746132526467,0.002276624643843045
0.3045733928868713,0.0016593119541317635,0.6940839276249712,0.0019829074848301265
0.2908545379573064,0.0014134469712294073,0.7076051325000091,0.0017405127880849058
0.34206081225811874,0.001453756018119626,0.6563317026147386,0.0015933956402820416
0.32693777373294347,0.0012680917268836777,0.6713074884005461,0.0014342508713248647
0.37394694659142946,0.0012966674994464758,0.6242996957248973,0.0013257487453280964
0.3587953152405061,0.0011568912908200572,0.6393605892279213,0.0012191914436977616
0.4026857107490727,0.001182087610473673,0.595538806545243,0.0011379734143385555
0.38916165745975084,0.0010765690139778348,0.6090722426671606,0.0010637656070448742
0.4420665304892905,0.0011058787422169108,0.5562886029966897,0.0009833507757427077
0.4298755981467579,0.0010269619169190308,0.5685907889220216,0.0009341364566948025
0.47043028324499525,0.0010524407843936472,0.5282731365027551,0.0008847967648797883
0.5029474631363677,0.0010768517005180643,0.496051906989784,0.0008507552037447649
0.500755181136127,0.0010235008404305143,0.498450115124135,0.0008111118786950111
0.500128293428314,0.0009843487663394905,0.49931661809607464,0.0007800266961808471
0.5787523431075826,0.0010792971138943533,0.42097920974519176,0.0007369421050684037
0.5782947468095532,0.0010460392341591588,0.42160787332639565,0.000714468936414242
0.5877812395571987,0.0010203197922428102,0.41222826526952916,0.0006838803893017847
0.6271736919051014,0.0010515519379467745,0.3728469931012951,0.0006531047947902203
0.6355792997957361,0.0011087241464181848,0.3643098813651194,0.0006792824276171459
0.6706591325113458,0.0010584474656343652,0.3289889552479353,0.0006031091260282766
0.7079015847749496,0.0010749602873620788,0.29144892472229095,0.0005663991181555038
0.7415129871121415,0.0010939373788903498,0.2574237305642232,0.0005349827535723535
0.7723931077782584,0.0011018684409663244,0.2260769142262237,0.0005004741591162416
