AC,AC_Conf_Int,BDP,BDP_Conf_Int
0.5006135339813642,0.0013623297905070364,0.49842061012588806,0.0010907368843213218
0.5417756236977128,0.0013848309548360515,0.4572517486573539,0.0010246313370395335
0.5788940007392386,0.0014005158025202937,0.4201427219003172,0.0009644561785319215
0.5402466967527029,0.0012467733894930327,0.4585765882236025,0.0009248564501063293
0.5044526115864438,0.0011263557939712788,0.49420483755108674,0.0008941413826772663
0.5511757984875308,0.001149441517925106,0.4474955607884712,0.0008349833948864439
0.5192302775457007,0.0010596171632782552,0.47932929055443607,0.0008178006569043431
0.5605335331195601,0.0010838789545192615,0.438089942902565,0.0007735752619743783
0.5308994344756118,0.0010136790123853056,0.4676694182267342,0.0007653398631675173
0.567170539664627,0.0010379824393274152,0.43150444418962824,0.0007317378882749582
0.5408958012965542,0.000984691733103815,0.45779559276328763,0.0007297156119573566
0.5840666887245491,0.0010084491249322792,0.4147527667023822,0.0006886224131642819
0.5593001562703155,0.0009677352865623614,0.43959710610348457,0.0006928832326586326
0.5878265621452231,0.0009936558124988733,0.41124765757695164,0.000674004539607187
0.6066944106234724,0.0010235828791292651,0.39257675114721835,0.0006696437409685761
0.590599325294433,0.0009906696085266787,0.4087904796311431,0.00066886819421042
0.5752787808487737,0.0009658604667278219,0.42423347491719526,0.000671673211319025
0.6361879996379238,0.0010478252031933756,0.3635221595099536,0.0006477010095749663
0.6190371820917779,0.0010250977458710973,0.38077668606767323,0.0006559392493539308
0.6099079777826196,0.001003079250032636,0.3900002614172947,0.0006537991481077631
0.6289736400649151,0.0010336524708381817,0.3710187979525942,0.0006495128524608318
0.6113170530328663,0.0010927489314593905,0.38873603517265176,0.0007113995432528792
0.6337713158660863,0.001040423034623546,0.36627778075522927,0.0006485843680902631
0.6536130624185479,0.0010606867747398182,0.346429293324349,0.0006358935518342246
0.6683774291297515,0.00108642042987794,0.33163742495100823,0.0006323766783347506
0.6854016770532142,0.0011032623667407602,0.3145678619548143,0.0006201451562551307
