AC,AC_Conf_Int,BDP,BDP_Conf_Int
0.6894470977347862,0.0023063889444560597,0.31040182802194505,0.001262536060423793
0.7266359551042638,0.0022594971896455476,0.27320733175510836,0.0011340677252028569
0.7584106013384164,0.002207948837326032,0.24143081854299778,0.0010230332332845284
0.7307769743162162,0.00200488475637041,0.26893443397934325,0.0009970071772431115
0.7058193001371966,0.0018429558890227843,0.29377376905334157,0.0009729218888862296
0.7462919974451406,0.0017983716312947413,0.2533039692396167,0.0008615547373941205
0.7254283520286628,0.0016812217106702651,0.2740668264509465,0.0008484512470822084
0.7603288704023697,0.0016483076117213213,0.2391858297736281,0.0007627945162120082
0.7423080966924257,0.001559951859817622,0.25712314323084884,0.000756475138798628
0.7725232846036814,0.0015344418363784865,0.22694074991250357,0.000688560356403069
0.7577657718727058,0.0014679970068039215,0.24163859238745306,0.0006855586491577525
0.7916697422660399,0.0014325100508504817,0.207774063838622,0.000610690659205918
0.7791166116956004,0.0013830429117469394,0.22028916110940716,0.0006113663001678568
0.8020048478328178,0.0013674595264712723,0.1974586747203934,0.0005666561572656828
0.8174725995219415,0.0013664343414602545,0.18205881339245794,0.0005402286446085587
0.8121521996232121,0.001317266960749637,0.18736188603298964,0.0005303136522884042
0.8050986422486994,0.0012834021174795412,0.19441246306207915,0.000528491127295154
0.8445993833988558,0.0013003509240814848,0.15504240200226926,0.00047060517070042756
0.8375015997471665,0.0012709175268254662,0.1621430099475538,0.0004722370766185911
0.8352256355909358,0.00123316297930014,0.16442628964264475,0.0004625708903358953
0.8478187650901476,0.0012311782968292986,0.15189547782062635,0.0004420361421796967
0.8391466324807133,0.0013023126620652164,0.16065395488533005,0.00048142267792035355
0.8537194546976462,0.001201059839261319,0.1460549264873081,0.00042278671276155515
0.8642885193969239,0.0011921010688112728,0.13552314856142997,0.0004030911940603729
0.87169773145758,0.0011939245975013414,0.12815389961212068,0.0003917686670538503
0.8804360117709622,0.0011836476512717662,0.11944449489878488,0.00037428305278019145
