BDP,AC,FL,HC,BDP_Conf_Int,AC_Conf_Int,FL_Conf_Int,HC_Conf_Int,BDP_AC,BDP_FL,BDP_HC,AC_FL,AC_HC,FL_HC,BDP_T,AC_T,FL_T,HC_T
0.19079650874945528,0.4149135039360444,0.20020022111445673,0.19401192372691306,0.0006224738113957814,0.0007545096250357255,0.00040683902649246825,0.00037149361035437693,0.0004595678012767439,0.0002847662823988334,0.00036900619857229225,-0.000261662600716273,-0.00027723844605020975,-0.00014244860338372356,0.1912830746345961,0.41510932834292935,0.20026875786934756,0.1939007142753147
0.16879307115121753,0.4367833966683346,0.1771118879295311,0.21717755842083752,0.0005535884764208829,0.0007307563905295454,0.00036239208496261226,0.0003724725078954159,0.0003927133441806683,0.00021676852470401035,0.0003034554845994993,-0.000215378324441232,-0.00020830999875845065,-0.00010708488346485453,0.16924997573382533,0.4370503066130581,0.17720120579844895,0.21711884872877235
0.14009745561253345,0.42545034899508793,0.21165863207898364,0.22249963848414436,0.0004650989304601894,0.0006606699040179951,0.00036242536898875837,0.0003502708207706806,0.0003340289987390921,0.0001753577919546224,0.00025237533089132914,-0.00011535621730610159,-0.0001222547174096845,-6.839600048964304e-5,0.14052911778556826,0.4258220761336823,0.21183649349861425,0.22253891111575586
0.15353532767022743,0.39724422140908605,0.2319178436384423,0.21674738993363413,0.0004508203618648348,0.0005741864293228254,0.00034304540365777294,0.00032298003013724876,0.0003476380859080399,0.00017820044913610441,0.00023526146379319055,-8.672710844879681e-6,-3.411982845673667e-5,-5.08844409972106e-6,0.1540593229152633,0.39775080276613023,0.23221876792310656,0.21688090489615625
0.18840467344699158,0.42835138322255706,0.16007937365388603,0.22256333023285774,0.0004933343278834767,0.0005771862830164035,0.0002792262546374219,0.0003247872008822434,0.000387721448770055,0.00014744804347722857,0.00021377543589549763,-2.9943808949940567e-5,1.4612900571406187e-5,3.7984907917155542e-6,0.18902838396713656,0.4289234234587841,0.16032508270701745,0.22270026536442744
0.15853546869597698,0.4361072778372769,0.18332520496628368,0.22123283065103552,0.00042238347538597096,0.0005384362821882392,0.00027509034940918266,0.0003065795789779289,0.0003499422469966969,0.00012246731348937255,0.00017692384170639905,6.88218405809295e-5,9.821766786795374e-5,4.6674635001547615e-5,0.1591429103782178,0.4368182755324798,0.18368639164000766,0.2214876710426698
0.1769899988500063,0.43270125701773415,0.1617095684755423,0.2276227074406889,0.00043536807744304866,0.0005040017654671563,0.0002455838589907713,0.00030948032163804465,0.0003861825115427391,0.0001114041863213107,0.00016612671862275546,0.00010342067416048003,0.00017806489537125196,7.418107940125062e-5,0.17771446700926366,0.4335332140361439,0.16209841896632943,0.2279474388001951
0.16169054596134266,0.4659107783351276,0.14772514022153715,0.22361377705147448,0.00040082326312510164,0.0005028331181221224,0.00022502982484698804,0.00029808070017839334,0.00037559246560892815,7.720323903762217e-5,0.00013425198000536313,0.00013601219199602067,0.00024185352721667612,8.187547525068785e-5,0.16240036667103774,0.46684442689271677,0.14813037210321472,0.22400415980321112
0.10216565155137391,0.26435413933057644,0.4996466699457171,0.13140121794233545,0.000253475156782281,0.00028370933902462233,0.0002875267199299469,0.00021887230077041706,0.000331685138611151,0.0004092615068414901,0.0001644220054873655,0.0009137073514881765,0.0001960790449639309,0.00048708948456818046,0.1030314934286454,0.2658102932400553,0.5014643009487402,0.13214567425212048
0.0964236367438887,0.28829806125766055,0.47156528047491786,0.14108841244358783,0.0002424270519111546,0.0002902205362611936,0.00027366581769082545,0.00022401477726775155,0.00032966349699330025,0.00037254825976128816,0.0001505206273487161,0.0010153744345029812,0.00026519582548122827,0.0005336960594136695,0.09728432184240435,0.289932332659248,0.4734940772627992,0.14194215259362003
0.17010679194840422,0.46010279175922203,0.1358875593632522,0.23221133523076531,0.0003885170874150845,0.0004234289963109204,0.0001867652959267259,0.0003085443148410322,0.00046860220649583615,6.422480087262306e-5,0.00012105597892510134,0.00028938736728167014,0.0005011273197245847,0.00016383150865867393,0.17109048570612986,0.4614817518995017,0.13647185709269166,0.2329054724400937
0.1547153560419975,0.4960971348226021,0.12358634502124391,0.22378674373574636,0.000357246784014474,0.0004227485957405369,0.00017057058705654006,0.00029531885398534596,0.00047937432993659944,3.488376279513583e-5,9.471579673982908e-5,0.0003293858652956338,0.000593621815527095,0.0001645731250107139,0.15568935499455355,0.49762777063303565,0.12418737149782562,0.22456991994772166
0.162862873577409,0.4753863092939855,0.13835235926853073,0.22123740902610778,0.0003658711823443935,0.00039091950677973665,0.0001714296795207674,0.00030642640001213344,0.0005451475352071126,6.849270274023981e-5,0.00011087775469067584,0.0004273236967152396,0.0006657985877965935,0.00021833007273440366,0.16400101849567944,0.4771212352386258,0.1391183166133912,0.22214544557703758
0.15464247253714095,0.5059909926531844,0.10380849464610764,0.2333716807599239,0.0003544804488033281,0.00039353206641084973,0.00014700323951747428,0.0003081832587267626,0.0005527975594883537,1.1089059545730607e-5,9.649515773439392e-5,0.00037669528829386743,0.0008092089526100313,0.00018374485710175983,0.15577647942953923,0.507834388613692,0.10443371511799768,0.23438546183097161
0.1434208456420578,0.5046671227447506,0.12184024197472124,0.22766892201525976,0.00033324622409748063,0.0003815633851896246,0.00015370194734047978,0.0003004880484992352,0.0005522409966790244,3.3152288733419535e-5,9.791889459784923e-5,0.0004807070432932185,0.0008597951188161892,0.00023005845820581213,0.1445594789484125,0.506651790864564,0.12262711248549674,0.22878091405580675
0.15241990867956676,0.5072529464209085,0.11033803956559665,0.2273167146321453,0.0003479940435909296,0.00036493279214882244,0.00014143185437383524,0.0003148343762947697,0.0006437396544453705,2.9084681939042183e-5,0.00010719543801045242,0.0005035740885884607,0.0009763868469347336,0.00023743303220470809,0.15373077238098012,0.509453517750234,0.11114272819943558,0.22855652967876444
0.16116183568261208,0.4943644042634143,0.12418870097538381,0.2172636195874802,0.0003604438360100836,0.00034607951552583475,0.0001440789111529309,0.0003262157155608849,0.0007355985632663591,7.216997167230623e-5,0.0001235881528690871,0.0006095731075373241,0.0010109919454978507,0.00028685705278306536,0.16265842649894963,0.4967770819658589,0.12518072878810754,0.21859358378182708
0.1325509162536401,0.5190041891908441,0.1184595231856657,0.22690662115147303,0.00031416772565247595,0.0003492009477880519,0.00013920951283233227,0.0003053143012972791,0.0006505997351387924,3.738111895956052e-5,0.00010864298210365037,0.0006486633761080124,0.0011692729767635293,0.00029516760909096445,0.1338713749042023,0.5215306753903983,0.11945595435131921,0.22839921770109353
0.14437367980443458,0.5183621198964328,0.11125754135560026,0.22270870388023306,0.0003352800939106471,0.00033846930361804617,0.0001321617094587767,0.0003207403300300467,0.0007551472673761187,4.288096581965046e-5,0.00012123964674743123,0.0006594387220322285,0.0012322424807298421,0.00029585029607630666,0.14587905871976753,0.5210569399397522,0.11226797420496157,0.2242730817149638
0.1520503159806797,0.5197647208710289,0.10208025704477537,0.22250019437230883,0.0003522099846817569,0.00032554021977899836,0.00012361455532513963,0.0003382425640705403,0.0008681798563987852,4.2638203978154036e-5,0.0001400264767626123,0.0006777716548947729,0.0013611621379808509,0.000300356247695267,0.15375457596055217,0.5227067603917966,0.10310637464021362,0.22421273091535748
0.1475254312870188,0.5339037874538117,0.09903862114796433,0.21587393491468282,0.00034200769668849977,0.0003264934162941303,0.0001203558832534406,0.00033064930892549453,0.000889628623634569,3.482725263940764e-5,0.00012865951641519453,0.0006972134640249155,0.0013986978572666417,0.00029459099498072857,0.1492282279146771,0.5369248629789135,0.1000711428883517,0.2176124112683781
0.15520657655497755,0.5003030572798475,0.10420849096738413,0.2366812070316228,0.0003636712956467794,0.00032096070292544297,0.0001266219084013984,0.0003503467261483577,0.0008361565986312703,4.917132071941995e-5,0.00016265262171849532,0.000656266767548959,0.0013686242259126665,0.00031387250616911376,0.15691799919807914,0.5031940956808509,0.10522770876992615,0.2384280376873551
0.15241271775725945,0.5409230034904695,0.08993664532513443,0.21271972786237764,0.0003543793345775954,0.00031484371014952467,0.00011188399557761961,0.000345263602903984,0.001026109199646443,3.14991446789906e-5,0.00014526059010246147,0.0007222925539068948,0.0015515761093087541,0.0002953880952818934,0.15432656140970424,0.544245979885267,0.09098514886357914,0.21462726653256986
0.14806818801330351,0.5538488083810348,0.08736965909820238,0.20665184345855475,0.00034458865227312223,0.0003154757927229903,0.00010925335913622788,0.0003377211201441271,0.0010493953665852507,2.4588733240946146e-5,0.00013445300982000528,0.000740110918459275,0.0015887939071009937,0.00029006379533175425,0.14998176334494961,0.5572501272357895,0.08842370111520241,0.20858502769509496
0.14594730235731418,0.5601587192452722,0.08611653175290157,0.2036897091825803,0.00033981254523385117,0.0003157285243966183,0.00010799004407593882,0.000334017112213772,0.0010608269131017298,2.1284189275562862e-5,0.00012924794040466086,0.0007488159074653376,0.0016069639351084064,0.0002874877222665644,0.14786078594533156,0.5635982719623167,0.08717329154163507,0.2056354176930803
0.14180684722179462,0.5724768667125957,0.08367015524608254,0.1979070354537214,0.00033049477966868294,0.0003161160725878506,0.00010556571412501598,0.0003267444919242323,0.0010832656661589114,1.4964428477780462e-5,0.00011922164792488215,0.0007658226781309462,0.0016424384624552334,0.0002825028086077645,0.14372022652914995,0.5759910399542274,0.08473224755067883,0.1998772032462327
