BPD,AC,FL,BPD_AC,BPD_FL,AC_FL,BPD_T,AC_T,FL_T
0.5622096198581108,0.4138347350240535,0.017938790106482378,0.0012886112361424075,-0.00015909561448123157,-0.00010109542019838784,0.563618091162534,0.4152461170406995,0.018070232931264717
0.5433404829986909,0.4308018452949306,0.019795985084175717,0.001321780305207388,-0.0001353268352349339,-8.367443140790054e-5,0.5447862827966045,0.4322453632899662,0.019947610258399254
0.5263784152683676,0.4465218395825999,0.0210121216728465,0.0013392448314330755,-0.00011782839696403467,-7.046588684531513e-5,0.5278435450227599,0.44798170670238013,0.021178474116552333
0.5108771216646063,0.4601655002245398,0.022854861067287558,0.0013398428589222874,-9.764321333511585e-5,-5.316008112416033e-5,0.5123487509139667,0.46162866128014396,0.023040918694717465
0.4988852164912815,0.47150654339108783,0.023518537939921605,0.0013212581282972553,-8.820751139852622e-5,-4.550025624210324e-5,0.5003393181061153,0.47295112564027963,0.023712702235581366
0.491967251465938,0.4780816130007571,0.023863379185042662,0.001311779061772137,-7.836314848053616e-5,-3.8597743868779945e-5,0.49341402040581656,0.4795166234515429,0.02406572782833794
0.4823297982615751,0.4876481192190695,0.023976517291170923,0.0012682883689601545,-7.53820794777135e-5,-3.6829878421604216e-5,0.48373220952340035,0.4890385948600586,0.024180099693764553
0.4731118101218114,0.49618405359074047,0.024706199409635896,0.0012146225685349267,-6.909672662915643e-5,-3.127790953902762e-5,0.4744630963072086,0.49752247478129263,0.024915740992205223
0.46219232116632436,0.5065349518042475,0.025325764950652443,0.001158435293524867,-6.315341834569318e-5,-2.6092584987817817e-5,0.4634889353159295,0.5078181522590379,0.025540407086917297
0.4596773036689876,0.5091380651331896,0.02529407051367485,0.0010990090091239052,-6.158693618569018e-5,-2.679858723975776e-5,0.4609162951752565,0.510361642890401,0.0255087152600924
0.45300261007271075,0.5162006714372849,0.024990256237366063,0.0010180555353013505,-6.542635429380288e-5,-3.181946797327958e-5,0.4541587477882358,0.5173413288246702,0.025198572872133007
0.4442856504672198,0.5253894933912048,0.024602574809944492,0.0009374465730954095,-6.899749152388109e-5,-3.688837363752653e-5,0.4453584379565607,0.5264469201324283,0.02480424808454685
0.4382166302667193,0.531222619417185,0.024928749181807746,0.0008457467917370691,-6.98788589620551e-5,-3.859913636133973e-5,0.4391993850790855,0.5321890050224763,0.025128367030552223
0.4316650562363615,0.5375546253142498,0.02524257516608344,0.0007503826625217064,-7.115449723883767e-5,-4.083314505396342e-5,0.4325539943003055,0.5384261381262336,0.025439473902797848
0.42626448483970064,0.5431980960381123,0.025099754166961263,0.0006527860064732405,-7.629804943586922e-5,-4.725760315593988e-5,0.4270555747800643,0.5439710430461967,0.02528929377941707
0.4196613256732488,0.5495517385228658,0.025445389598652005,0.0005557505016161712,-7.824658707918835e-5,-5.022397533317767e-5,0.4203571576635465,0.5502282470072068,0.025631391332019825
0.41927133392315785,0.550789955701634,0.0246944731326837,0.0004621519880494789,-8.658106589042889e-5,-6.081668379302783e-5,0.4198731882691171,0.5513711641079323,0.02486963342395249
0.413194492867844,0.5570550218901116,0.02460335344155048,0.0003669375503657893,-9.20344398464505e-5,-6.75843453318655e-5,0.41370141560998647,0.5575405196122857,0.024770880759449616
0.4070707774977654,0.5633373174225409,0.024538461776997048,0.0002748886081029416,-9.76321755384465e-5,-7.448572811938357e-5,0.40748620749897363,0.5637305071033418,0.024698272654927526
0.4018961641014035,0.5685821643130089,0.02455756515154709,0.00018661655664062952,-0.0001036250685853617,-8.148941338641924e-5,0.4022246818972449,0.5688875597344359,0.024709718541556142
0.3950873962114516,0.5760181452056572,0.024013504146208828,0.00010721888920854207,-0.00011173320267673268,-9.140639371899397e-5,0.3953353765363394,0.5762427169574585,0.02415478906032584
0.38887028928137163,0.5818073219067733,0.024510162775989622,3.6597765612292506e-5,-0.00011484558176779257,-9.53232628950327e-5,0.38905084216672675,0.5819631334422591,0.02464699972857948
0.38589993475833473,0.5849834642302002,0.024363079887669045,-2.3333076809947493e-5,-0.0001203325484857967,-0.00010200255896501702,0.3860230131875616,0.5850806459863385,0.02449313890505547
0.3795469572956435,0.5918020534624765,0.023948880790732513,-7.26584538444135e-5,-0.00012842074320483987,-0.00011127199428877554,0.37962077927307136,0.5918499406312624,0.024068939204050142
0.3680384532820888,0.6032262045953342,0.024068801160930277,-0.00010667607710286823,-0.0001332321573314805,-0.00011791635067135475,0.3680783067217862,0.6032396811732197,0.02418100026022843
0.36436871156871126,0.6074599924177692,0.02352471268122962,-0.00012716520571514286,-0.00014063140818756033,-0.00012627847574875518,0.36438942778259237,0.6074541866086653,0.023628410140512417
0.3554886891215406,0.6163730475122567,0.023493573984411372,-0.00012972370647707255,-0.00014478482041883258,-0.00013220896698425957,0.3555078964101823,0.6163651398986244,0.02359060917973737
0.3455133700352031,0.6264217119924774,0.023404689293115497,-0.00011470074570794508,-0.0001481455092193724,-0.00013788138123890597,0.3455480417070259,0.6264286312025865,0.023495282977826458
0.33563307479241994,0.6363339705310618,0.02333929618891648,-8.206183107440581e-5,-0.0001513373990052007,-0.00014333894681200823,0.33570094851842025,0.6363735143285418,0.0234236733194964
0.3242015714038455,0.6483158749288774,0.022739410583011592,-3.174821637296159e-5,-0.000155135708248449,-0.00015064387618946083,0.32431819806916695,0.6484038459943829,0.022816023714520486
0.31297572521242917,0.6600438184965556,0.022170009237021216,3.5933993905513165e-5,-0.00015840464448089352,-0.00015748089762474598,0.3131586551388772,0.6601977128834648,0.02223944662753069
