AC,FL,AC_FL,AC_T,FL_T
0.46925699115319464,0.5235505766351152,0.0026414070820896525,0.47175060796295004,0.5259966551775317
0.563890543247782,0.4299011357656402,0.0017264198618690218,0.5654094999478012,0.4313980408561421
0.6647647268770205,0.32968168848544555,0.0011060054126112398,0.6656267478601481,0.330547917555145
0.741404162166485,0.2533869097251687,0.0007566055298689946,0.741911713291463,0.2539154857379939
0.8080724894133055,0.18690917695606385,0.0005248378169440586,0.8083751265442133,0.18724307446143137
0.8562119595800565,0.13885935557564713,0.0003844357398048707,0.8564100126416742,0.1390931284489028
0.8916818812880478,0.10343069124251783,0.0002922240017943651,0.8918249063719993,0.10361063336394388
0.9142699582617753,0.08085346707676756,0.0002443745454732843,0.9143914426745092,0.08101144095221538
0.9309043018887574,0.06421617136156843,0.00021663999083958627,0.931019549939409,0.0643669202039153
0.9431651451949062,0.05194575180152592,0.00020177850540516708,0.9432825726895768,0.052097265028839386
0.9527112762191503,0.042386813029018346,0.0001941639685900285,0.9528351772462591,0.042543197612903545
0.9597697043971898,0.03531061922428074,0.0001965037590629799,0.9599060709932596,0.03547789985349567
0.963710286795323,0.0313440229874602,0.0002158028713745437,0.963869368098216,0.03153254856971172
0.9665164503734918,0.02850592524127815,0.00024409260226954837,0.9667048418318036,0.028722300762643205
0.9687149024550654,0.0262740022275557,0.0002754401029679864,0.9689346129304319,0.0265200720743441
0.9696230646510499,0.02532045657835053,0.00032343566260345047,0.9698869292527781,0.025609146695272107
0.9707363240422262,0.02416648478875071,0.00036559236389401164,0.9710395670872363,0.024492637826943074
0.9708078138883663,0.02404098616314027,0.00042544465830009453,0.9711645211797129,0.024418723300001555
0.9703024564876368,0.024483223944686165,0.0004972350970044284,0.9707222199128521,0.02492193788554423
0.9691438970209025,0.02556866350068578,0.0005824927953165238,0.9696373215925962,0.026078741849963085
0.9681425282007489,0.0264966116090971,0.0006677366073251907,0.968709682187296,0.02707764066953745
0.9652479008118371,0.02928226001988017,0.0007988008304841902,0.9659259809255528,0.029971516315316714
0.96231613960359,0.03210186203984052,0.0009342273536679182,0.9631082563366106,0.0329018525373079
0.9591460939458001,0.035159443578254804,0.00107244763867812,0.9600527701389047,0.036069914634125
0.9545016233425354,0.03965690421197348,0.0012544679694361251,0.9555583924359992,0.0407130672223247
0.9494973915473292,0.044514870399718985,0.0014394458089067841,0.9507037470052248,0.04571522077609474
0.942464328826645,0.05135638026178719,0.0016828765235659651,0.9438667684922868,0.05274692968923366
0.9337236507704693,0.059875801522971624,0.0019680339056325313,0.9353527822433761,0.06148620796932629
0.9225369246877723,0.07080518028273042,0.0023061505306056916,0.924430169300287,0.07267175535495346
0.9103153760036979,0.08276468940703144,0.002658543220852273,0.9124774794581723,0.08489017267336091
0.8949036912700497,0.09787678131357136,0.0030706204436422397,0.8973735695457731,0.10029850818169667
