AC,HC,AC_HC,AC_T,HC_T
0.7209673307275086,0.2722862978276288,0.0028250628870075656,0.7230400980118032,0.27441392354763733
0.7413777181315241,0.25198848127603013,0.0026556684183293884,0.7433300728330973,0.2539960216365532
0.7602342832751812,0.23326727130310013,0.002463519152661526,0.7620438376909344,0.2351317378253812
0.7789749205975282,0.21468849833560089,0.0022419828585730625,0.7806151880826873,0.2163828809205288
0.7953207117331305,0.19851808621060874,0.0020103528685337887,0.7967789775069769,0.2000291747527256
0.8106485203120363,0.18336396501690924,0.001781028948054608,0.8119265113611599,0.18469323022627213
0.825377364241286,0.16882111226033342,0.0015390809465719196,0.826463093243527,0.16995613596535017
0.8386960025087539,0.15568121389553755,0.0013067689711076698,0.8395970786120153,0.1566293544036997
0.853857876102291,0.14069757792113027,0.0010683766658215212,0.8545738483485135,0.1414580675316443
0.8663653796420107,0.12835273257096907,0.0008520133716865039,0.8669129303670025,0.12894195938710873
0.8799356417908232,0.11493293880320003,0.0006441165187065175,0.8803265304332621,0.11536226540703058
0.8929033040895088,0.10208751159041336,0.00046579161342517834,0.8931656364214251,0.10238489443031745
0.9044567584422448,0.09062479671699014,0.00032294446781671416,0.904622749556168,0.09082212143697155
0.916666116309806,0.07846964480021504,0.00021547612214154813,0.9167718725418821,0.0786027182967706
0.9281013037546381,0.06704184792608264,0.00015824885830017973,0.9281939584253169,0.06715754436821342
0.9393618792473648,0.05573411273576232,0.00015810411536314376,0.9394958863034232,0.05588666961857023
0.9493902913335279,0.04559505022316716,0.00022730468134209725,0.9496296841349571,0.045848303811160236
0.9591534061270671,0.035652033934458364,0.00037098497932271346,0.9595673801357941,0.0360751498906856
0.9678802350119818,0.02666314877523844,0.0006043094444507799,0.9685513374040814,0.02733859820725407
0.9756009190325667,0.01859859755954459,0.0009286745346387372,0.9766113296462813,0.01960865281297326
0.9820977550601501,0.01166753221841619,0.0013545231539913096,0.9835382166907746,0.013103301602689707
0.987014480170081,0.006221140452027861,0.0018880632654219931,0.9889810975880736,0.008178930952757141
0.9902007025439282,0.0024018972891988906,0.0025386232632047777,0.9927975518652529,0.004986320033782846
0.9915317312694865,0.0003377376387559408,0.0033039870389634744,0.9948596634166332,0.003650212326606408
0.9908664995320147,0.00019309567877772604,0.004161152081166648,0.9950029765283206,0.00431208129280539
0.98812260268588,0.0020545704431735225,0.005104614274182993,0.9931409884399057,0.00705429392626266
0.9832394063480981,0.005958942768432161,0.0061579017125454015,0.9892370696082204,0.011937690142280105
0.9764260293109511,0.011769543509807216,0.0072443189736702916,0.9834276383110763,0.01875304275898735
0.9676158625185642,0.01950281193799516,0.00841468236436747,0.9756963585972365,0.027566776104833338
0.9574808219956079,0.02858109526687247,0.00956575860653527,0.9666206821069372,0.03770680552896887
0.9460067297166393,0.038966047317481003,0.01075142081087761,0.9562389917872447,0.04918701841154842
