BPD,AC,BPD_AC,BPD_T,AC_T
0.9606805722471592,0.03442325961791243,0.00020889696473577762,0.9608159146181154,0.034578857364308685
0.9444444439320532,0.05058819639914148,0.00034503283276646223,0.9446645186997129,0.05083295150003446
0.9254166964171228,0.06952967213026216,0.0005038845666774198,0.9257359980293125,0.06987803617439683
0.904299673014924,0.09055153800094944,0.0006749940833696801,0.9047261084008879,0.09101104862974803
0.8820339710270044,0.11272075245026407,0.0008461784679824872,0.8825675607028879,0.11329080664661821
0.8606697366439929,0.1339877508592977,0.0010092410329157013,0.8613084052689225,0.1346656936019553
0.8370258016517054,0.1575456387440533,0.0011623505360714326,0.837758885560144,0.15831991200890644
0.8129697595906561,0.18152733591637196,0.0012980058689195846,0.8137844903958362,0.18238438411766608
0.7872839502928035,0.20714921711589274,0.001419870324412844,0.7881692704691765,0.2080772140990303
0.7668716716041986,0.22752133578717884,0.0014975148474316538,0.7678005775940785,0.2284926634880606
0.7435577641818243,0.2508178199715505,0.0015521696757394116,0.7445083563039957,0.2518096215792498
0.7185545411897889,0.275818495457122,0.0015873123096001702,0.7195114469475629,0.27681461875183
0.6962488563593544,0.2981494671662237,0.0015813985305617032,0.6971829976593444,0.29912015026144445
0.6738492893285355,0.32059420359259366,0.0015472454587751924,0.674740112094025,0.3215181164874822
0.652354869086723,0.34214888780038,0.0014890627773657163,0.6531866004320015,0.3430096220318911
0.6299554064864334,0.36461839079505387,0.001413706021529576,0.6307177790803278,0.36540484878075535
0.6139155061419886,0.3807363967030254,0.001315250668430997,0.6145986358505796,0.3814388409166613
0.5926150580622955,0.40211057982965137,0.0012183854088784357,0.5932240778522954,0.4027326119966627
0.5712956853960337,0.4234918172315865,0.001123962136704928,0.571841996462016,0.4240439802815778
0.5509636704827351,0.44386189670575377,0.0010431516555753318,0.5514706588405879,0.4443668055851581
0.5288024295242841,0.4660210857985201,0.0009930283778290276,0.5293097334995431,0.4665172486494212
0.5068187321438719,0.48794801164534485,0.0009882658396733208,0.5073808529501509,0.4884890546784169
0.4883204163255209,0.5063111626966655,0.0010495565805150008,0.48901461118651035,0.5069741881985629
0.46529320598497287,0.5291070538050682,0.0011976467387941443,0.4662161682616944,0.5299867684991186
0.43592567423912626,0.5581291886438968,0.0014496328964370214,0.43719172637529236,0.5593376581405997
0.4142068203189168,0.5793373452052065,0.0018549738445779486,0.4159799218852405,0.5810394149758668
0.3857926842732052,0.6070709857802394,0.0024209976200508737,0.38824298070293156,0.6094346653026365
0.3547043017703712,0.6372922299103475,0.0031685754589101025,0.3580183917795487,0.6405033977049442
0.32277930845788977,0.6681190738429756,0.004141373804617779,0.3271884731163415,0.672408480323758
0.28789554038000553,0.7016933617498802,0.005330411215829408,0.29361138646392776,0.7072729902950442
0.25314806064714385,0.7348889640740411,0.0067681559854375975,0.26041384343799345,0.7420029491687468
