BPD,AC,BPD_AC,BPD_T,AC_T
0.8795886159723217,0.1139195319646068,0.002724867426278727,0.8814985896098209,0.115899282485891
0.8511653000264454,0.14228103717020502,0.0028474264522296727,0.8531413877298812,0.14432834026634328
0.82409811280119,0.16928071044415022,0.002957800075836911,0.8261423639519416,0.17139593271901055
0.7978967211628417,0.1954114134640398,0.0030613699927359095,0.8000105702832273,0.19759495106446806
0.7746020213618162,0.21865402408559295,0.0031307645423146904,0.7767648966908882,0.22088448847574596
0.7554630985672661,0.2377253492911307,0.0031995426059906835,0.7576872861828956,0.24001515604441892
0.7350548020872557,0.25810172575500195,0.0032379783426822544,0.7373072609209873,0.2604171804746506
0.7160474620102262,0.2770931673349048,0.0032553178076309966,0.7183120000169307,0.2794179086870365
0.6955936626980115,0.29753055122941025,0.0032754402857995135,0.6978714141242546,0.2998654372134592
0.6830655495740978,0.3100702268264265,0.0032467246336285774,0.6853255703864631,0.3123850526245831
0.6670807588838348,0.326099946622029,0.0031919843414389333,0.6692921897101124,0.328362974720946
0.6494955269865754,0.34373942478380576,0.0031285138105209068,0.6516494643912567,0.345941370818441
0.6347817439157772,0.3585427486388582,0.0030219790347750246,0.6368425545115405,0.360647970861215
0.6193503730515612,0.37408195281066847,0.0028949056187970923,0.6212999097393532,0.3760719055808277
0.6050919323595595,0.3884729171277727,0.0027381360584472344,0.6069054188489174,0.3903226381314456
0.5895465724348394,0.4041655905264453,0.0025637942847772485,0.5912092899695394,0.40585982008357613
0.5793573582574247,0.4145111315764452,0.002371387516650873,0.5808589407577969,0.4160403088601727
0.5632669403974405,0.43077194406489755,0.00216606781708213,0.5645946525268644,0.4321216895448398
0.5464190295903701,0.44779498551304836,0.0019507019063722533,0.5475679865097628,0.4489598191142415
0.5296593504665217,0.4647274593157981,0.0017316198783305526,0.5306317238463328,0.46570906027366515
0.5100095090235409,0.4845338477063646,0.0015234308324257489,0.5108212555250641,0.4853472461281788
0.49005267080847853,0.5046242826629028,0.0013315624463326632,0.4907265212077476,0.5052916509273653
0.47218639399828255,0.5225862616686201,0.0011702288829879117,0.4727591259424349,0.5231446714572572
0.4490352955400274,0.545785698640771,0.0010500392146536185,0.44955472290377324,0.5462811957317495
0.4188532466801064,0.5759541917997394,0.0009839888986346878,0.419381216950587,0.5764466881048195
0.3953510466174376,0.599361271215509,0.0009937695517239725,0.39596762294149473,0.599932524239383
0.3647899860094509,0.6297377772847877,0.001086358085917934,0.3655844571534693,0.6304754861891767
0.33159882706556953,0.6626467136889713,0.0012735779036577917,0.33266827741872934,0.6636479550807921
0.29755545639400643,0.6962962456828878,0.001570633234327292,0.29901123748478864,0.6976727373915318
0.2613342273246684,0.7320222311916835,0.0019728390078343158,0.26327729630604807,0.7338759880092555
0.2259572587470772,0.7667973959902188,0.0024883697830847848,0.2284944316305092,0.7692367835774898
