BPD,AC,BPD_AC,BPD_T,AC_T
0.47080740848700237,0.5172405919499907,0.007046577310011109,0.4777934054782803,0.52429524224924
0.45794353834552154,0.5317211991196107,0.005839584366790409,0.4633974454359955,0.5372349766228087
0.4461770656211744,0.5445196239671083,0.005058102953993105,0.45065875921894705,0.549050181230912
0.4335851423035318,0.5578278456357799,0.004506704010428974,0.4373958052104577,0.5616756403279264
0.42407346102178844,0.5678622859164572,0.004097970459384786,0.4273970127215311,0.5712114019787805
0.41835591317574394,0.5739318548268627,0.003829154934351737,0.4213558307636171,0.5769471729824752
0.4094585891186067,0.583139462270868,0.0035796672617753873,0.41217248943251755,0.585858196784598
0.4015102924071313,0.5913320141126658,0.0033814481954447637,0.4040005038072814,0.5938171365630024
0.3907682404911063,0.6022678562093116,0.0032212215960583475,0.3930824655651026,0.6045668315554067
0.3889488339396305,0.6042263648592208,0.0031131162565867,0.3911384262037396,0.606393845446139
0.38259991337139326,0.6107140267535682,0.0029967733651256085,0.3846644270751039,0.6127482052557648
0.37462582049837534,0.6187989236512791,0.0029020069983099316,0.3765913429844929,0.6207259627041256
0.3695157270673489,0.6240071456610592,0.002818515980974881,0.3713937489217017,0.6258396551636346
0.36336974745839096,0.6302380472506438,0.0027444960752195896,0.3651724639102583,0.6319881656336317
0.3595103749427885,0.6341689125917871,0.0026833197000112573,0.36125002691431823,0.6358501103726232
0.35527242459266656,0.6384667500477481,0.0026313227654719195,0.35695960901346746,0.640089917290216
0.3559055604501322,0.63787063160689,0.002605052639498719,0.35756134218139635,0.6394597091470137
0.352225970395773,0.6415945534088704,0.002566085072383199,0.35384323629249625,0.6431405004008599
0.34904285562207554,0.6448159609144547,0.0025324789722872675,0.3506270112297144,0.646324659992463
0.3470979025716356,0.6467951580563458,0.0025033289293596044,0.34865254037968796,0.6482708970500816
0.34369586193447604,0.6502237238217393,0.0024791663667000892,0.3452278684045865,0.6516732544562552
0.3429041450232258,0.6510383049302447,0.0024608731745579308,0.34441677769117873,0.6524661700873868
0.3446858211583726,0.6492608906291841,0.0024627789339902732,0.3461959949960526,0.6506862073399351
0.3442046396769307,0.6497577948394959,0.002450752399397359,0.34570169535676576,0.6511683521608741
0.3400528171746628,0.6539338588464327,0.0024259421360043163,0.34152879126813074,0.6553196730836046
0.3435739113194264,0.6504074571124105,0.0024378609524212695,0.3450557878627681,0.6518005726617516
0.343442044574715,0.6505431440501563,0.002436518091748308,0.3449213139573423,0.651933006914829
0.34396247941329977,0.6500221209837324,0.0024398119155631796,0.3454430565758456,0.6514132383472763
0.3454066514281344,0.6485761810569963,0.00244509489749377,0.34688955882257416,0.6499700677013617
0.34672478238442733,0.6472510137581592,0.0024549506780887982,0.3482147087968588,0.6486526712162176
0.34880900883925325,0.6451585358061933,0.0024666418744230837,0.35030701299975686,0.6465694424680114
