AC,FL,AC_FL,AC_T,FL_T
0.6019030784107363,0.3896487687032546,0.00477832378553396,0.6056949840752807,0.3934959009079406
0.5956971013155135,0.39564845060592735,0.004985253511490544,0.5996928593015157,0.3996998846591966
0.598079839491572,0.39318216614068785,0.005058328807791692,0.6021562953582366,0.39731507634708163
0.5938293376219262,0.39733061329701536,0.005156377000707796,0.5980057611123868,0.40156350509247096
0.6020741785506056,0.38917249224278655,0.005049997893262166,0.6061610639593507,0.39331633350687745
0.6118057338148092,0.37955515860131256,0.004912788342269293,0.615775292598334,0.3835821201483868
0.6257534321451254,0.3658257914584077,0.004663534262368756,0.6295012618421807,0.36963126900932614
0.6335173468069047,0.35825559398485385,0.0044449440044237645,0.6370686202947798,0.3618641331951586
0.6442161551923657,0.3477697901021074,0.004201163549938887,0.6475509238074443,0.35116154221850665
0.657481130529461,0.33480172373712297,0.0038668222791244425,0.6605153768085176,0.33789227345738465
0.6754792438055289,0.31715424825616056,0.0034680638268033913,0.6781584998724998,0.31988896706216113
0.6953461680378406,0.2976314392857549,0.0030691034009874617,0.6976762022591723,0.30001594465262116
0.7077565348870208,0.28553354264359315,0.0027118506111776693,0.7097701946719354,0.28759998598510506
0.7215332646921443,0.27206525895277134,0.002353498755438412,0.723234118918807,0.27381698908462626
0.7383949127162175,0.25552359802040514,0.001974789247046184,0.739770951663478,0.2569482084258765
0.7520471402086686,0.24215125732511847,0.001639440423780828,0.7531387732996943,0.24328876837307614
0.7722819144929627,0.2221911967234766,0.0012938678517022014,0.7730931754807399,0.22304526608390673
0.7890419440291039,0.20564975732627866,0.0010088682183509667,0.7896293674387215,0.20627650802481567
0.8058044932585389,0.18905712899502508,0.0007705986022221554,0.8062166545995914,0.18950471657815962
0.8213487600956618,0.17362545364605123,0.0005900741546883883,0.821643360937965,0.17395100594984883
0.8407399933470342,0.15428446005440752,0.0004644139253285848,0.8409782531889219,0.15454895891650966
0.8532618600525949,0.14172801643344485,0.00043492866942271643,0.8535303919590628,0.14201733872969907
0.8688139584529898,0.1260622989284654,0.00048036700526577674,0.8691910157416689,0.12645445431829322
0.8854639985936161,0.10921391266467703,0.0006110722349381392,0.8860341768181546,0.1097931152118428
0.8997976161546178,0.09457125264257171,0.0008581742955279926,0.9006722074852571,0.09544826975077604
0.914510551475001,0.07945915400971798,0.001200552603838827,0.9157797425464815,0.08072398798829318
0.9271405027675611,0.0662892369834993,0.0016907880503231924,0.9289457984802987,0.06808283830473731
0.9390111725002611,0.053752590328919596,0.002315877407191475,0.9414789774673245,0.05620120122788576
0.9498838089990944,0.04208178303046779,0.0030838998358781035,0.9531468499575643,0.04531800334502876
0.960217574272035,0.03088189204956988,0.003935322007764038,0.9643439635400333,0.0349745069433868
0.9687834986449596,0.021356874020872236,0.004894957613253175,0.9738668778349692,0.02639993068697382
