AC,FL,HC,AC_FL,AC_HC,FL_HC,AC_T,FL_T,HC_T
0.06968864585861217,0.5886577114475037,0.3300595046097141,0.004715220346281738,0.0001195237104976884,0.0034233006474234913,0.07450619472657853,0.5959422278558533,0.3326860198471621
0.07671641296362028,0.5376005721559518,0.3758970693677824,0.003132279355797997,0.00011381865691030926,0.003272175389632787,0.07994241818808365,0.5431188699331544,0.37831134470089794
0.0948011247121465,0.4835785716554262,0.4131449907973785,0.002030753859668673,0.00011829138795679536,0.0030510516632197343,0.09694092898563668,0.4877941919700736,0.415330834705054
0.11637644326465552,0.44545490160905704,0.4305222545803065,0.0013477122293413621,0.00012342288939344164,0.002846931552789565,0.11785352286238943,0.44882990195364253,0.4325312821883614
0.14377649103968113,0.39994743908617125,0.44930365502511105,0.0008481337267318139,0.00013047248427100502,0.0025850741318561507,0.14478138546422847,0.4026306529731814,0.4510984944579571
0.1725526759680588,0.36005842279347655,0.4608764723693553,0.0005250658405052311,0.0001353370017161122,0.0023465614596621005,0.1732623780548288,0.3622586385498846,0.4624921406628657
0.20255116285639535,0.3223267713809575,0.4689789952374041,0.000300324754529764,0.00013423797209486958,0.002096044250118598,0.20306107599515516,0.32413795282996505,0.47040639927427996
0.229149068485792,0.29488769752799926,0.47006220539491333,0.00015631049886172073,0.0001283263035219672,0.0019089860220322216,0.2295322023336888,0.2964406040004808,0.4713549912687264
0.25767916060613605,0.2718839248292029,0.4647252191124815,5.750641924135654e-5,0.00011652751612678988,0.00173113190287695,0.25797675361529643,0.27323347574656237,0.4658918441795558
0.2834312485474212,0.24828147289796867,0.4627436709478663,-1.61218565307258e-5,9.885304505612411e-5,0.0015621151523625646,0.2836621813780545,0.24945756364469737,0.4637817168723694
0.3108640257763045,0.22583589379558508,0.45791955917125904,-7.181091914707116e-5,7.240424954461325e-5,0.0013845221386236772,0.3110409467875989,0.22685107442466942,0.4588152701676914
0.33773546322303744,0.20482750465718794,0.45218756690111944,-0.00011373865047152526,4.337106249322978e-5,0.0012299369270455892,0.337869382261272,0.20571456624970752,0.45296004303420045
0.3586521740521791,0.191329530820863,0.4448649573521452,-0.00014049299560441435,1.2237867781392068e-5,0.0011237099147848762,0.358748527621749,0.19213099111290724,0.44554420591836164
0.3810438693369697,0.17984520753786418,0.43404599373381414,-0.00016207516117735718,-2.20063691368165e-5,0.001023022722082952,0.38110544282473735,0.18057027142147453,0.4346356328378997
0.4027652381264519,0.16740434543298066,0.42485584162693973,-0.00018113879599907702,-5.8605211245455555e-5,0.0009207506197780586,0.4027935228789291,0.16805435606747685,0.4253506720946278
0.42329034669758264,0.15915937429168725,0.4126445459702412,-0.0001944858534287526,-9.353002620061601e-5,0.0008428644729709447,0.4232888595694378,0.15975457464126291,0.41306538963735895
0.4436119349094003,0.1468759366518814,0.4046849758842728,-0.00020956975178452208,-0.00012896974080983358,0.0007514945483849767,0.4435824328587943,0.147407480761705,0.4050193712959497
0.46387704860469864,0.13868871306310376,0.39266615294392776,-0.00022088671319633857,-0.00016023854668030453,0.0006793868062150541,0.46382435924321247,0.1391715539282047,0.3929344073646259
0.48314699907179864,0.13114347973969953,0.3809886855898961,-0.00023040665111572322,-0.00018592162076505996,0.000615847763210946,0.48307689386462055,0.13158437912498022,0.3812021653675836
0.5020397319543751,0.1250029934351429,0.3682739819584128,-0.0002387919824849824,-0.00020545289434500757,0.000558443207322995,0.5019587493247486,0.12540615259850244,0.3684430372124351
0.524033414513902,0.11696263522755433,0.35435408502962285,-0.0002493960312189304,-0.00021991445644985364,0.0004934793513046599,0.5239479029264382,0.11732350728880164,0.35448178279657944
0.5416168628811651,0.11414314940365548,0.33959504042817207,-0.00025341073049316593,-0.00022027532818786325,0.0004549735007708857,0.5415391728397415,0.11448033178185807,0.3397114720588702
0.5607211666898961,0.10923334990475544,0.32539871825546385,-0.0002589751656303092,-0.00021216862410082667,0.00041073828522375527,0.5606603021208107,0.10954322347680484,0.32550948180497175
0.5803837147266695,0.10311245113925083,0.311847559297609,-0.0002660350408344703,-0.0001941063582433841,0.0003635343025239007,0.5803499569250838,0.10339250488686375,0.31196034764009195
0.6009230727856189,0.09909996563365323,0.2952906360396773,-0.00027041141930328954,-0.00016304367183693177,0.0003239614095880851,0.6009293434586712,0.09935638005649873,0.29542605461234134
0.6219393710596651,0.09383954828387688,0.2794954476426278,-0.0002761334871074016,-0.0001210244402670258,0.00028235091610336516,0.6219966587696403,0.09407046290783436,0.2796627675147346
0.6421647004813311,0.09011722740843182,0.2629310851664767,-0.000278201502105975,-6.344983877320151e-5,0.00024922110086470715,0.6422878447038289,0.09032943045438104,0.2631516100282946
0.6637163742900477,0.08651038337100594,0.24491276818860588,-0.0002794360554297586,4.251568854772271e-6,0.00021658096528755214,0.6639156927604339,0.08670470172549877,0.2451982210261209
0.6842783285960705,0.08298348791849104,0.22779023742830626,-0.0002790461625699076,8.468474334784457e-5,0.00018733731600915993,0.6845660691085125,0.08316247516768686,0.22815404563051964
0.7072842920833669,0.07800886352632382,0.2096644430559486,-0.00027979049165814755,0.0001726944171544884,0.00015490663636085622,0.70766795094892,0.07817004057398301,0.21011318387665767
0.7290106831040466,0.07321638154716988,0.192625483768446,-0.0002785770491639649,0.0002700713121157351,0.00012684277216938456,0.7294987857864006,0.07336283925401377,0.19316922245633167
